500
60
12	85	70	65	39	62	81	86	39	36	65	82	22	21	88	39	43	26	91	1	31	62	88	24	52	87	64	92	29	80	21	16	26	69	73	20	56	43	87	11	74	26	14	60	63	97	59	47	31	82	10	61	76	48	79	43	80	79	57	25	
38	22	83	82	45	7	65	31	91	12	22	16	29	10	9	78	27	5	81	3	14	79	76	71	83	82	27	86	13	31	45	31	6	18	38	88	83	48	37	33	60	36	55	50	94	29	3	85	1	70	34	90	48	92	96	35	99	94	6	7	
59	81	68	2	28	32	38	97	91	40	54	44	92	51	13	25	50	73	75	65	37	45	98	3	31	88	49	36	87	81	39	17	20	18	95	60	61	48	41	78	60	22	59	67	33	66	69	5	66	75	33	34	53	95	57	38	96	31	89	43	
24	11	5	88	83	71	20	66	32	71	4	11	20	31	71	85	40	59	54	15	1	15	7	40	28	12	93	5	20	80	51	5	96	20	31	48	28	18	61	8	26	24	88	80	39	99	87	66	84	78	45	37	99	16	55	64	7	4	93	17	
15	90	43	57	13	19	96	82	20	80	67	9	94	53	54	81	25	53	79	58	53	42	72	10	2	47	65	21	97	2	44	97	32	10	50	14	88	85	34	35	15	26	11	24	53	23	65	16	25	16	95	95	47	39	18	32	30	25	47	57	
72	55	34	79	65	84	35	75	56	68	25	7	59	66	93	42	82	18	84	93	26	4	62	92	80	29	16	59	2	8	40	53	69	35	54	98	43	55	38	23	64	87	5	57	86	59	41	84	25	45	80	32	52	31	81	47	80	41	51	4	
18	3	9	21	88	31	94	3	36	55	72	21	70	33	57	4	19	10	8	5	89	30	18	56	68	4	33	41	89	74	60	37	72	60	45	7	93	56	50	45	53	19	31	17	51	63	23	22	69	64	72	90	47	19	68	99	76	28	69	38	
66	1	32	87	47	75	67	87	15	41	16	89	42	69	82	42	93	11	88	43	39	17	41	61	33	78	1	3	20	2	25	84	79	59	5	43	13	91	20	76	44	38	86	5	88	29	72	8	2	74	95	59	18	8	48	68	48	95	87	15	
79	19	8	10	15	61	72	47	28	93	74	15	39	18	62	68	20	16	21	11	91	26	36	18	85	20	52	98	56	77	4	91	75	68	2	26	69	88	75	3	44	15	29	81	20	74	41	66	99	41	28	30	93	7	54	25	12	84	40	69	
84	52	24	99	68	36	68	29	58	91	10	69	96	32	7	85	72	19	25	91	32	12	67	26	53	27	45	46	51	75	24	32	26	66	25	9	56	2	46	95	7	91	21	64	14	67	59	68	45	86	16	45	61	32	91	44	29	70	54	1	
53	14	43	69	37	89	85	99	75	41	50	86	56	81	8	64	12	90	64	5	52	28	19	37	69	98	27	11	93	88	82	70	52	64	63	99	36	10	86	60	4	24	71	46	61	24	18	3	95	13	26	5	69	20	40	81	76	6	78	36	
35	4	78	91	72	39	76	70	10	36	8	86	57	18	77	1	91	50	52	71	60	94	74	8	39	53	85	6	42	41	28	12	52	9	43	59	29	94	3	64	5	97	33	82	90	82	13	58	29	64	63	18	87	39	67	86	65	45	65	41	
