400
40
28	21	22	84	11	22	49	7	87	1	36	87	70	92	76	60	88	12	9	74	80	77	50	26	58	36	28	64	94	88	26	54	8	17	68	43	47	90	11	58	
90	64	20	60	17	25	59	95	16	38	8	51	43	4	78	85	29	16	23	94	8	96	32	51	33	40	61	96	65	91	61	1	81	47	68	8	30	40	5	33	
17	74	85	76	23	82	25	78	67	55	8	24	73	54	44	69	6	91	47	60	77	73	84	44	55	5	1	23	8	14	14	76	62	69	25	56	88	51	99	44	
13	35	16	10	20	95	68	21	18	19	96	81	59	7	68	10	45	88	16	81	61	89	45	93	14	17	38	30	74	62	17	31	42	27	58	94	90	24	60	74	
50	14	10	42	51	81	99	23	22	48	85	39	16	79	3	6	23	58	60	70	77	93	87	94	72	4	22	1	42	13	28	55	73	14	11	54	58	8	67	19	
97	24	62	36	11	69	48	92	28	78	56	82	59	38	29	99	59	29	71	36	46	8	30	49	46	3	52	64	50	16	64	40	22	54	72	97	99	14	88	93	
59	8	15	2	46	13	57	16	96	64	46	90	89	23	78	96	17	7	11	52	57	58	81	37	83	73	21	28	49	37	87	4	32	21	53	2	27	55	90	23	
18	64	64	35	69	43	35	99	22	1	93	29	78	4	14	67	12	9	85	17	42	33	58	78	54	41	16	82	56	19	48	9	96	82	19	26	2	24	14	14	
88	3	31	40	73	46	56	97	72	85	25	35	72	70	65	27	22	33	70	82	51	83	53	67	45	62	80	1	12	90	81	56	32	77	80	62	67	96	7	2	
73	21	72	37	52	81	25	21	20	9	14	69	94	44	27	3	13	48	94	80	43	39	53	98	56	35	27	6	49	88	63	60	59	31	37	61	3	74	6	87	
22	26	69	46	32	19	95	23	90	75	85	69	51	36	99	74	55	29	81	14	72	72	28	63	14	25	7	26	63	26	26	10	90	86	85	45	72	46	83	48	
7	78	52	53	5	18	40	71	10	59	82	62	52	22	1	8	62	9	43	36	84	80	57	33	78	39	40	36	91	83	20	5	30	83	71	1	88	91	47	36	
93	71	92	60	72	31	85	99	65	81	86	76	33	57	23	56	27	75	33	18	27	9	34	25	67	14	95	65	1	34	43	73	67	57	5	49	76	13	88	50	
27	40	53	15	89	43	96	39	65	34	95	23	80	21	56	52	65	87	55	80	53	92	4	46	78	51	35	3	74	1	16	81	85	74	36	3	46	95	4	97	
13	98	82	18	19	39	18	35	9	20	56	65	70	86	55	74	67	35	27	29	40	50	75	21	22	71	4	74	13	42	23	6	78	98	76	1	72	3	55	31	
