100
20
17	18	11	14	12	18	13	19	11	10	19	13	14	11	11	10	11	10	14	16	15	16	10	13	19	19	13	10	18	15	18	10	18	12	16	12	17	11	18	12	11	13	11	15	18	10	11	19	18	14	12	11	19	15	19	11	18	15	19	10	12	14	11	15	17	10	19	15	15	14	15	16	13	13	12	13	18	15	16	11	10	18	12	12	19	11	15	15	11	15	14	18	16	11	18	14	13	10	16	16	
0	0	0	0	0	0	0	0	0	15	15	0	15	0	15	15	15	0	0	0	
0	0	24	0	0	0	0	0	0	24	0	0	24	24	24	24	24	0	0	0	
0	0	0	94	94	94	0	0	0	0	0	0	94	94	0	0	94	94	0	0	
0	0	0	84	84	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	78	0	78	0	0	0	0	78	0	0	
0	0	0	0	0	0	0	68	0	0	0	0	0	0	68	68	0	68	0	0	
0	0	0	0	0	66	0	66	66	0	66	0	0	66	66	0	0	0	66	0	
0	51	51	0	0	0	0	51	0	0	0	0	0	0	51	0	0	51	0	0	
0	92	0	92	0	92	92	0	92	0	0	0	92	0	0	0	92	92	0	92	
67	67	0	0	0	67	0	67	0	67	67	0	0	0	0	67	0	67	67	0	
0	0	0	0	0	0	56	56	0	0	0	0	0	0	0	56	0	0	0	0	
0	85	85	0	0	0	0	0	0	0	85	0	0	0	85	0	85	0	0	0	
0	98	98	0	98	98	0	98	98	98	98	98	98	98	98	0	0	98	0	0	
0	0	74	74	0	0	0	0	0	0	74	0	74	0	0	74	0	74	74	0	
21	0	0	21	0	0	0	0	0	0	0	0	0	0	0	21	21	0	0	0	
54	0	0	0	54	54	0	0	0	0	54	0	54	0	54	0	0	0	54	0	
0	0	0	0	0	0	0	34	0	0	34	34	0	34	34	0	0	34	34	0	
42	0	0	0	42	0	0	0	0	42	0	0	0	0	0	0	0	42	0	42	
72	0	72	72	0	0	72	0	72	0	0	0	72	0	0	0	0	0	0	0	
0	85	85	0	85	85	85	85	0	0	0	85	85	0	85	0	85	0	0	0	
0	0	0	0	0	87	0	0	0	0	0	0	0	0	87	0	0	87	87	0	
0	0	0	0	0	0	0	0	14	0	14	0	0	0	14	0	14	0	0	0	
0	0	0	0	20	0	20	0	0	0	20	0	0	20	0	20	0	0	20	20	
40	0	0	0	0	0	0	0	40	40	40	40	0	0	0	0	0	0	40	0	
48	48	0	48	0	48	0	0	0	0	48	48	0	48	0	0	48	48	48	0	
0	0	0	0	0	15	0	0	0	0	0	15	15	0	15	15	0	0	0	0	
40	0	0	40	0	0	40	0	0	0	40	0	0	0	0	40	0	40	40	0	
0	0	12	0	12	0	0	12	12	12	0	0	0	0	0	0	0	0	0	12	
0	84	0	0	0	0	84	0	0	0	0	0	84	0	84	0	0	84	0	0	
0	48	0	48	0	0	0	0	0	0	0	0	0	48	48	0	48	0	48	0	
0	0	0	31	31	0	0	0	31	0	0	0	31	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	47	47	0	47	0	0	47	0	0	0	0	0	0	
72	72	0	72	0	72	0	72	0	0	0	72	0	0	72	72	72	0	0	0	
0	0	0	0	0	0	82	0	0	82	0	0	0	82	82	82	82	82	0	0	
0	0	11	0	0	11	0	11	0	0	0	11	11	0	0	0	11	11	0	11	
0	0	92	92	0	92	92	0	92	0	0	92	0	0	0	0	0	0	0	92	
0	0	33	33	0	0	0	33	33	0	0	0	0	0	33	33	33	0	33	33	
0	0	0	0	0	0	67	0	0	0	0	0	67	67	0	67	0	0	0	67	
0	19	0	0	0	19	0	19	19	0	19	0	0	19	19	0	0	0	0	19	
0	0	53	53	0	53	0	0	0	53	0	0	0	53	53	53	0	0	0	0	
