30
15
16	12	11	11	15	15	18	12	18	16	11	10	12	12	12	11	16	14	17	11	11	19	11	17	14	12	12	13	13	13	
0	0	0	0	42	0	0	0	43	0	50	52	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	
0	0	0	0	0	0	0	59	68	0	63	0	0	0	0	
0	0	16	14	16	0	0	17	0	18	17	0	14	17	0	
0	48	49	0	48	0	0	0	0	52	0	45	0	50	0	
13	0	0	10	11	0	0	13	0	0	0	0	13	0	0	
0	0	0	0	33	0	28	0	0	0	0	0	0	30	34	
60	0	0	61	0	0	0	58	62	0	0	0	0	72	68	
53	0	0	0	0	44	0	49	0	0	0	0	0	0	59	
11	0	12	0	11	10	13	13	12	0	0	0	13	0	0	
0	0	24	0	24	0	31	0	0	0	0	31	0	0	25	
0	66	0	65	0	56	0	56	0	0	0	64	0	0	0	
0	15	0	0	0	19	18	18	0	0	17	0	0	0	14	
0	0	9	0	0	0	0	0	10	0	0	9	12	0	0	
0	0	0	0	36	0	0	36	0	0	0	0	0	44	48	
46	0	0	55	0	0	46	51	0	0	0	0	0	0	47	
0	0	0	68	0	70	0	0	0	0	0	80	89	0	0	
0	11	0	0	0	0	0	0	0	0	0	0	10	0	11	
0	0	85	97	104	0	115	0	0	0	87	0	112	0	0	
47	48	0	0	0	66	0	0	0	51	65	0	0	0	0	
0	0	37	48	0	37	39	0	0	0	0	41	0	0	0	
0	0	0	0	0	0	50	61	0	0	45	0	56	0	0	
0	0	0	0	0	52	0	0	0	44	0	0	0	0	0	
0	0	0	109	79	79	0	0	0	0	87	0	0	0	0	
0	19	0	0	0	24	0	0	0	0	0	0	0	0	0	
0	54	0	0	0	0	0	0	0	53	42	0	0	0	41	
33	31	0	38	0	32	39	0	0	0	0	26	0	0	28	
60	0	0	0	67	0	55	0	0	0	0	49	63	54	0	
0	0	0	0	0	0	0	0	0	0	0	0	26	30	0	
0	0	0	0	9	0	0	0	0	8	9	9	10	11	10	
34	0	0	0	0	0	0	0	0	0	37	0	0	0	40	
0	85	62	0	0	0	63	0	72	76	84	0	0	0	0	
0	0	0	0	113	0	0	0	102	89	114	0	80	0	0	
29	0	0	0	27	36	0	34	0	0	28	0	0	37	0	
64	0	67	0	0	0	0	0	0	0	76	0	0	0	0	
0	73	63	0	0	69	77	0	0	0	0	0	0	78	0	
0	0	0	52	0	0	0	58	0	0	0	0	44	0	0	
12	0	15	0	0	0	15	0	0	16	16	0	0	0	0	
0	0	33	40	27	39	28	0	0	27	0	38	0	0	0	
0	0	41	0	0	0	0	0	0	0	0	0	0	42	0	
