30
15
14	13	19	16	12	18	17	15	18	10	12	13	16	18	17	11	17	12	19	15	10	18	13	17	15	18	17	16	14	18	
0	0	0	0	11	0	0	16	0	13	0	11	11	0	13	
48	0	0	0	0	50	0	43	0	64	50	59	0	49	0	
80	0	104	0	80	102	0	0	87	73	81	0	0	105	77	
0	44	0	41	50	0	37	45	0	46	45	0	0	0	42	
0	21	0	0	0	17	0	17	18	0	17	0	22	0	22	
55	0	0	58	63	0	0	0	0	76	80	54	70	0	65	
41	0	0	0	52	0	42	48	0	49	42	47	46	50	0	
0	59	0	0	62	47	56	60	60	0	47	57	64	55	59	
0	0	0	30	0	23	30	0	0	0	0	30	0	0	0	
75	0	80	80	95	96	105	109	0	0	0	80	0	0	94	
0	35	31	0	40	36	0	0	0	0	0	0	42	41	0	
0	24	20	0	0	29	0	0	0	27	0	25	0	23	25	
64	0	71	68	0	72	0	0	0	64	58	56	56	58	0	
0	15	0	18	16	0	0	0	18	0	16	0	0	17	0	
65	50	0	57	67	59	0	0	0	53	57	0	61	66	60	
0	0	0	52	0	40	51	0	0	44	0	0	0	0	36	
0	112	0	95	84	0	95	94	84	0	0	0	0	80	111	
34	0	45	34	39	0	0	0	34	0	34	34	0	0	0	
112	0	0	0	106	0	0	90	0	105	102	0	0	0	106	
61	73	0	0	0	57	0	68	72	75	68	57	0	74	66	
0	0	59	56	60	46	0	63	54	61	0	60	0	0	47	
0	63	65	73	0	0	0	0	0	67	72	0	54	75	51	
0	0	49	44	0	0	0	45	0	0	40	0	48	41	34	
0	0	0	83	77	0	84	0	57	58	74	63	68	58	77	
0	21	17	19	0	0	21	21	16	0	20	19	0	16	21	
36	0	26	28	32	0	33	26	0	29	27	28	0	32	32	
0	90	0	74	0	84	91	88	90	0	92	0	68	84	0	
0	0	0	0	0	35	47	44	0	0	0	0	0	0	0	
0	49	0	0	0	0	0	0	0	0	44	62	55	49	0	
95	0	0	70	0	0	77	0	0	0	77	71	77	87	100	
48	0	49	0	0	0	49	46	41	0	0	0	52	38	0	
42	47	0	0	0	45	0	0	0	44	0	0	0	0	0	
25	0	27	0	34	0	0	0	28	27	31	0	0	25	27	
95	86	103	0	0	101	96	0	91	0	0	84	0	0	0	
0	0	0	29	22	28	25	20	0	29	21	0	28	0	0	
16	14	0	13	17	13	14	15	0	16	0	0	14	0	13	
10	12	0	9	12	12	0	0	0	0	0	0	12	0	0	
0	55	0	47	0	54	0	55	0	0	41	46	45	57	0	
0	43	0	0	0	0	0	46	0	33	43	0	0	0	0	
103	94	102	0	83	0	0	0	99	0	0	77	104	0	101	
15	0	13	0	14	0	13	11	11	0	14	12	11	0	0	
0	23	0	0	0	29	25	24	28	29	0	27	0	0	0	
0	92	88	0	0	0	106	0	0	113	0	0	0	0	113	
35	0	0	35	27	0	27	0	34	34	0	33	34	0	26	
69	0	77	79	62	0	72	72	62	0	0	58	0	78	81	
44	41	44	41	45	40	33	34	42	0	0	46	41	0	35	
0	0	0	0	39	0	35	0	33	0	0	0	0	0	0	
0	0	0	0	0	13	11	0	13	13	0	13	0	11	0	
0	33	0	0	0	0	42	43	0	43	0	47	0	47	0	
0	0	90	0	77	0	0	88	0	92	0	0	78	92	0	
0	82	0	0	0	92	0	72	0	72	0	0	84	82	0	
72	76	0	0	0	63	53	0	0	0	72	72	0	0	0	
0	40	33	30	38	35	39	0	0	0	0	0	0	0	40	
60	70	0	58	0	69	76	56	64	53	54	61	68	0	67	
52	58	41	42	40	0	0	56	0	0	0	46	0	0	41	
82	78	0	0	81	0	0	101	0	99	88	84	96	107	101	
0	25	21	28	24	0	0	24	0	23	0	21	0	0	29	
56	0	0	0	0	0	0	58	0	56	74	62	82	0	0	
105	0	0	84	0	0	87	0	77	113	112	0	0	106	0	
32	31	0	36	35	0	0	30	38	0	32	0	43	0	0	
0	0	101	0	99	0	78	0	99	87	0	97	0	0	0	
0	0	58	65	74	0	0	0	0	69	0	0	0	73	0	
20	21	0	0	23	19	21	0	17	19	19	0	0	16	0	
0	59	0	47	0	55	55	0	0	49	43	52	59	63	0	
83	0	0	0	85	70	77	0	0	0	76	78	71	75	0	
0	27	0	20	0	0	0	0	23	0	0	25	20	23	28	
0	0	0	0	37	42	0	0	40	0	0	0	41	0	37	
0	0	76	66	66	69	0	59	76	0	55	0	75	57	0	
0	50	48	0	44	48	0	0	44	46	49	0	36	0	0	
0	20	0	0	23	28	29	20	0	25	26	0	0	27	0	
57	60	0	0	60	47	57	65	0	45	58	0	59	60	57	
0	88	0	92	0	68	90	0	0	0	0	0	66	0	92	
12	15	0	0	0	12	14	12	13	0	0	0	13	16	0	
71	0	0	81	62	0	85	82	0	79	68	0	0	0	0	
0	35	48	0	36	0	52	0	40	41	45	39	0	51	38	
0	0	0	0	66	73	94	0	0	73	0	75	0	94	95	
0	100	95	95	0	0	0	94	88	111	0	84	83	117	0	
0	0	0	109	0	0	0	0	0	98	0	102	0	0	94	
0	40	0	48	0	39	52	0	41	0	48	0	0	47	0	
0	0	0	0	0	75	105	81	0	103	76	97	95	71	102	
85	88	0	0	101	93	102	0	77	104	0	0	104	0	97	
21	0	28	28	0	22	22	23	22	0	0	0	23	0	25	
36	34	0	0	0	38	38	41	0	46	43	38	42	0	45	
0	20	18	19	21	0	0	0	21	16	0	0	0	15	15	
38	32	0	30	37	33	38	32	34	41	0	0	0	0	0	
0	0	89	0	72	102	0	0	94	0	0	85	90	102	0	
90	0	92	70	0	70	0	95	0	86	73	0	0	0	0	
0	56	0	0	57	0	53	0	56	0	0	47	0	56	62	
79	93	0	108	0	79	88	104	98	85	0	0	100	85	0	
0	0	66	0	66	63	0	53	0	0	0	0	59	0	59	
100	0	0	0	89	102	0	80	0	0	77	0	0	79	96	
0	50	0	60	64	0	0	0	0	0	0	52	59	51	63	
53	43	52	53	60	0	0	0	0	48	0	50	41	0	53	
0	0	95	104	0	108	0	0	0	98	0	0	74	104	83	
21	0	0	16	0	15	15	0	21	14	0	0	14	18	0	
0	0	40	0	0	42	0	0	0	0	0	34	0	38	31	
54	66	60	56	58	0	68	59	0	49	67	0	58	0	67	
0	43	33	0	34	0	0	0	0	0	0	43	33	0	45	
98	0	0	98	0	0	85	86	98	76	87	94	0	0	91	
31	0	30	44	41	44	43	30	34	0	0	0	34	0	0	
23	0	0	19	21	0	0	0	0	16	23	21	21	0	0	
46	0	0	0	0	0	62	44	0	47	63	62	0	0	45	
0	0	0	0	19	18	25	0	19	0	0	21	20	0	0	
0	49	0	51	0	0	0	43	0	46	40	0	0	48	47	
31	0	0	25	0	32	29	31	0	0	26	25	0	0	0	
108	0	80	76	0	0	0	90	109	105	0	111	0	0	0	
0	59	58	0	57	57	0	60	51	71	71	63	48	0	64	
0	0	0	0	0	104	105	97	0	111	80	0	0	106	101	
53	0	58	0	70	75	63	75	0	0	63	0	0	53	0	
95	0	0	72	87	0	0	87	0	95	77	74	0	93	0	
0	0	19	0	17	17	0	20	18	0	0	14	0	0	20	
87	0	0	84	0	68	0	75	69	68	0	0	0	86	76	
0	0	33	0	37	0	40	0	0	35	45	33	0	32	0	
27	0	30	0	0	33	0	0	36	32	34	31	27	40	40	
0	97	0	0	107	0	96	0	0	108	0	106	101	0	0	
0	63	0	0	59	0	83	0	65	0	0	65	62	85	0	
59	0	58	49	0	0	54	50	0	42	49	0	0	0	46	
0	0	61	0	0	43	63	0	55	45	64	0	0	54	43	
89	85	94	73	70	0	0	0	0	0	0	71	0	0	97	
51	0	57	49	0	53	0	53	41	41	0	0	0	0	0	
45	45	0	0	0	0	0	41	33	0	0	0	0	0	33	
0	0	0	0	94	0	0	102	86	77	0	0	82	0	0	
67	63	0	0	50	0	0	0	0	0	0	0	0	61	0	
34	41	33	28	0	34	34	0	29	0	35	29	38	0	35	
45	43	46	0	41	0	47	0	45	0	0	43	45	50	58	
0	40	38	0	41	31	0	0	0	0	30	41	33	0	0	
0	28	20	27	0	25	29	0	0	0	21	23	28	26	22	
0	0	42	42	0	0	0	49	55	0	43	48	0	0	53	
46	0	0	0	43	0	0	54	42	56	0	0	61	53	0	
14	16	0	0	0	15	16	0	15	0	12	0	11	0	15	
