100
5
5	5	5	5	5	
58	22	66	10	67	
2	82	15	2	93	
96	31	19	34	95	
22	41	62	2	62	
96	23	90	85	39	
40	71	99	13	93	
81	65	31	42	22	
68	51	49	56	68	
49	65	45	48	9	
32	49	90	75	73	
73	96	89	35	63	
35	31	81	71	27	
30	82	2	8	13	
31	99	77	13	27	
71	92	7	34	14	
31	78	43	76	7	
90	80	24	40	21	
85	75	95	78	87	
37	69	78	29	38	
66	64	38	36	77	
32	72	78	48	2	
81	90	56	22	33	
57	88	5	64	37	
50	59	61	86	28	
56	4	98	25	89	
2	15	77	95	48	
66	40	8	99	75	
18	2	75	38	39	
94	20	74	45	30	
49	65	14	92	88	
8	3	51	9	22	
28	74	53	59	99	
67	14	61	74	67	
17	81	5	88	20	
48	83	24	47	33	
37	30	54	94	41	
37	1	85	7	40	
63	89	98	78	47	
44	49	17	39	72	
81	59	1	78	14	
67	60	26	73	41	
25	79	4	75	85	
98	20	59	18	63	
67	28	54	34	4	
27	82	27	42	75	
99	66	84	75	51	
77	29	75	81	73	
76	75	13	66	16	
84	85	23	92	49	
24	89	98	75	6	
53	5	67	75	86	
85	33	83	97	42	
58	94	29	24	8	
69	44	77	45	86	
92	16	88	18	19	
42	59	35	92	52	
10	67	10	69	98	
73	62	1	94	88	
43	91	15	24	58	
89	57	99	85	80	
79	12	54	89	14	
38	17	50	56	45	
26	98	90	46	32	
90	85	59	26	35	
7	44	83	57	44	
1	1	64	59	29	
84	60	49	13	72	
97	14	21	56	60	
56	13	45	49	62	
44	1	69	91	67	
5	97	73	51	73	
36	29	96	45	13	
37	53	90	27	60	
65	50	77	73	35	
76	65	3	66	78	
94	99	34	94	99	
1	31	72	91	25	
86	87	98	40	37	
68	17	75	44	24	
4	22	18	88	96	
94	23	96	57	90	
40	94	8	72	78	
37	94	3	46	12	
6	80	99	3	74	
78	51	38	37	66	
60	89	59	42	74	
72	81	45	97	5	
77	35	15	1	84	
91	80	26	61	99	
74	15	29	32	18	
23	23	16	15	19	
44	84	60	90	31	
50	36	65	98	7	
55	50	5	42	35	
71	65	98	18	82	
98	25	76	37	92	
45	61	28	25	51	
50	66	30	79	61	
92	75	24	70	35	
56	16	28	55	45	
