150
10
3	3	3	3	3	3	3	3	3	3	
72	60	60	20	49	68	35	34	72	56	
44	11	16	17	67	88	21	68	22	56	
96	26	63	65	75	1	92	12	53	16	
3	86	49	24	96	8	63	72	95	85	
24	8	49	34	77	80	61	96	99	21	
28	20	33	69	80	47	97	94	44	48	
76	23	81	56	53	58	62	92	21	60	
26	49	73	37	32	88	76	30	88	95	
40	95	13	33	88	82	53	79	43	50	
11	68	28	47	9	2	27	92	80	20	
18	68	76	39	95	78	47	95	37	92	
70	68	7	49	8	80	11	49	68	70	
5	83	49	71	49	57	22	26	28	31	
61	84	49	68	77	72	20	73	37	10	
36	57	42	50	79	43	62	78	39	29	
90	78	25	10	15	35	19	6	90	38	
57	21	67	6	32	86	19	38	71	36	
61	37	12	58	35	48	41	99	91	7	
95	43	86	99	41	82	59	40	54	43	
53	15	83	99	53	15	89	37	19	92	
24	24	8	4	68	54	67	66	74	66	
93	20	14	83	42	15	35	68	65	49	
27	78	83	28	83	46	54	12	6	20	
58	5	80	98	82	71	36	83	32	86	
16	93	65	87	50	33	1	99	57	39	
80	22	71	70	66	45	40	79	21	22	
99	55	61	54	9	89	40	15	2	71	
79	52	37	78	34	34	14	96	78	50	
45	55	55	67	40	37	34	10	33	37	
32	56	62	10	87	60	33	11	79	60	
93	86	97	86	60	29	85	92	37	33	
32	44	2	70	76	45	1	94	15	71	
56	30	82	64	40	23	89	27	91	73	
2	3	17	18	57	59	57	69	7	12	
52	41	73	1	6	87	55	91	33	43	
60	38	96	8	5	63	4	33	47	37	
39	58	2	63	32	29	27	83	14	17	
87	32	87	3	20	15	56	81	59	52	
68	97	93	49	14	63	7	10	14	93	
55	24	22	70	73	93	40	11	69	76	
60	71	78	17	55	28	51	94	87	89	
8	23	73	94	68	42	64	52	50	68	
23	18	69	21	61	63	10	17	30	27	
75	46	13	83	91	96	20	77	93	85	
13	13	22	25	86	33	50	28	2	32	
29	87	61	1	54	43	2	57	55	91	
19	34	64	61	14	61	10	90	3	72	
22	87	58	64	56	11	96	45	35	29	
14	81	16	98	98	87	85	13	30	49	
94	62	23	3	66	78	48	60	11	25	
24	60	25	30	10	41	29	96	44	43	
46	56	23	26	78	37	19	66	63	26	
76	96	61	54	77	60	64	56	97	78	
63	36	35	10	5	53	57	85	88	57	
59	89	68	86	3	39	39	96	25	30	
59	81	97	84	48	27	98	71	53	50	
76	73	98	66	80	10	22	14	22	25	
80	34	78	7	67	87	29	74	51	39	
21	68	32	68	19	81	39	51	61	78	
54	86	32	39	80	86	90	2	6	93	
17	26	75	99	49	26	4	91	17	61	
97	24	20	15	29	9	41	30	48	99	
71	70	52	44	70	94	2	39	27	81	
96	27	69	58	22	94	93	32	19	92	
78	48	34	1	80	30	66	18	10	71	
45	60	54	7	22	46	74	32	30	55	
25	64	65	36	64	71	55	62	92	34	
15	10	11	56	21	24	37	51	63	40	
28	83	29	55	36	36	73	62	36	75	
21	62	3	64	67	14	82	97	36	9	
75	4	25	76	56	36	50	98	85	98	
10	23	68	89	27	42	35	10	99	29	
98	93	27	18	14	53	7	47	88	8	
41	39	16	55	65	24	58	53	98	1	
86	75	76	37	65	97	94	14	37	26	
78	73	97	8	11	82	77	8	62	4	
29	3	10	78	58	70	8	14	24	4	
83	82	12	99	42	24	17	90	52	16	
59	93	10	63	29	68	41	9	44	83	
47	51	91	95	71	83	65	98	78	95	
90	81	89	34	42	96	61	98	65	87	
66	86	55	46	45	36	92	47	50	90	
29	99	69	41	56	33	91	17	28	58	
58	18	12	57	26	78	4	76	21	33	
7	43	43	56	18	60	96	45	51	36	
90	19	49	88	66	91	12	49	78	10	
6	45	71	7	30	48	75	97	21	67	
33	17	26	17	84	86	56	14	24	95	
37	46	65	91	68	40	69	24	91	34	
66	55	98	12	27	61	71	36	27	69	
85	98	24	84	4	74	92	32	4	79	
35	97	25	82	73	59	79	79	39	90	
79	51	7	87	1	77	18	14	89	24	
16	21	87	54	11	38	22	81	88	93	
47	37	20	12	98	69	30	16	39	68	
81	91	96	37	90	34	91	37	84	26	
56	79	42	80	64	15	11	70	72	35	
38	98	91	45	43	42	32	95	88	31	
47	3	75	22	42	25	25	51	64	76	
46	84	97	63	38	68	95	40	48	84	
58	59	44	4	30	83	99	51	93	49	
3	96	49	53	78	54	4	20	38	39	
90	60	7	95	88	53	1	29	8	75	
47	91	47	4	73	87	58	72	92	59	
25	73	57	16	74	50	35	45	84	84	
65	75	3	9	94	98	53	48	15	77	
82	71	44	18	2	12	50	45	80	91	
95	32	28	78	15	18	3	91	22	39	
18	55	45	24	11	71	88	38	10	74	
35	11	57	16	76	53	29	39	14	63	
1	89	65	93	88	33	48	24	93	77	
95	61	26	76	59	28	27	21	8	31	
23	12	36	6	56	84	74	13	2	62	
88	63	77	59	39	28	90	52	35	77	
24	65	44	33	78	73	85	80	56	49	
27	8	32	83	41	89	54	59	37	5	
59	35	23	32	88	32	83	67	38	31	
37	75	86	30	7	58	67	4	27	83	
99	93	56	53	35	80	32	94	18	50	
74	31	15	31	19	89	42	13	44	47	
89	18	43	26	12	51	22	2	76	83	
22	50	32	54	5	65	78	70	97	9	
99	89	49	88	56	7	60	56	12	18	
16	55	60	80	93	81	51	30	41	83	
59	31	18	35	28	24	98	61	26	53	
11	72	15	36	47	1	69	55	70	6	
91	66	89	59	68	67	90	52	60	23	
14	48	29	14	49	69	71	14	61	32	
8	99	30	58	8	43	40	25	34	93	
13	96	60	35	92	93	41	59	67	60	
34	47	1	4	40	62	44	2	86	77	
29	55	93	38	98	92	36	31	52	25	
28	66	18	67	10	18	88	94	21	56	
28	13	46	1	98	60	98	27	19	46	
99	38	38	56	64	58	3	23	36	99	
57	11	8	43	33	67	30	33	93	22	
74	49	80	31	50	17	9	93	39	39	
93	10	13	6	26	89	29	61	4	52	
15	65	58	21	98	18	5	4	68	32	
31	65	33	96	72	50	58	7	7	47	
49	10	84	97	6	48	97	2	17	43	
39	68	30	42	8	9	91	59	33	32	
12	5	25	7	9	29	76	16	34	76	
32	22	54	56	3	6	80	60	16	50	
20	4	87	25	93	62	35	91	89	63	
58	98	74	75	36	44	84	78	89	77	
72	82	67	41	11	18	14	74	39	3	
29	31	44	82	13	9	18	99	14	46	
93	84	27	71	18	34	47	79	21	58	
21	3	71	38	78	38	36	46	15	76	
