20
20
46	98	7	64	11	3	53	67	63	87	37	69	36	74	40	83	49	8	47	86	
52	2	2	2	99	1	87	28	91	29	16	91	3	28	62	87	3	11	74	30	
79	85	44	16	37	58	88	88	11	2	42	38	58	78	25	38	94	7	26	92	
45	44	38	35	50	85	10	23	6	18	47	25	10	43	24	38	76	54	61	94	
97	7	24	53	56	33	32	91	31	75	94	87	98	98	30	86	95	72	95	66	
10	73	76	40	69	71	38	71	63	39	14	7	6	83	1	67	48	57	55	47	
44	19	85	81	22	58	25	3	36	77	94	66	44	91	73	23	4	85	11	3	
24	69	61	26	56	56	24	26	39	69	34	54	62	27	27	19	37	22	42	41	
85	12	32	85	67	64	90	41	57	15	72	86	24	6	16	97	82	87	72	41	
75	73	90	4	63	43	7	96	47	78	36	49	94	82	91	78	57	65	14	47	
66	85	61	4	96	48	11	51	56	68	88	3	79	60	33	66	61	22	8	89	
49	23	87	10	74	69	49	24	65	37	51	48	93	44	11	67	6	29	98	28	
95	53	51	63	4	96	2	21	59	22	41	44	68	43	99	7	97	99	90	39	
61	16	25	96	42	35	76	57	4	41	71	93	75	76	2	23	5	25	36	80	
19	88	73	55	40	82	17	69	10	92	94	37	37	99	60	67	27	98	75	47	
47	8	93	71	30	53	32	51	12	67	99	82	44	66	90	8	95	55	69	57	
84	26	28	66	93	64	39	50	62	24	11	31	34	11	36	77	46	80	26	74	
13	42	90	94	36	11	9	51	43	87	97	59	39	35	62	71	92	82	24	38	
11	58	94	7	25	61	83	21	49	91	44	78	76	52	15	85	46	33	55	59	
19	63	59	15	87	36	69	19	54	31	77	33	62	8	3	29	52	68	98	5	
0	57	66	99	56	121	13	56	30	106	94	82	61	119	76	23	58	105	16	13	
24	0	122	3	107	55	9	92	23	86	14	91	106	28	66	20	110	10	32	52	
73	78	0	8	3	54	47	30	95	107	76	40	112	77	109	63	31	91	116	35	
113	118	73	0	80	3	20	44	66	50	102	33	106	5	5	13	79	120	69	89	
82	118	9	18	0	14	123	46	62	69	86	28	70	83	79	120	92	4	52	50	
37	116	45	31	109	0	3	1	72	107	41	89	72	70	80	54	60	86	120	44	
103	67	81	13	77	44	0	67	108	110	12	40	48	31	30	113	9	13	61	2	
95	22	39	48	11	104	86	0	84	34	110	29	114	89	3	32	51	120	64	29	
26	71	86	64	63	64	26	24	0	79	114	14	7	39	79	45	48	71	59	70	
81	73	5	13	15	78	54	61	67	0	109	36	2	23	94	49	96	86	19	97	
85	46	27	51	115	83	30	109	114	38	0	46	20	53	59	118	18	117	42	90	
45	110	64	51	88	117	124	14	121	55	96	0	87	114	48	31	109	9	82	68	
108	62	3	60	55	117	46	103	39	74	97	41	0	45	3	73	13	122	8	55	
78	30	118	99	117	85	94	46	55	42	48	95	77	0	93	35	98	53	122	104	
114	33	7	103	75	56	54	95	124	83	14	43	65	10	0	50	78	31	29	37	
1	91	34	20	114	41	14	123	2	75	113	45	78	19	4	0	104	109	48	47	
108	84	29	24	121	97	82	84	8	29	84	10	96	88	107	37	0	62	3	118	
95	119	59	5	46	102	71	77	8	121	6	33	118	58	115	57	64	0	9	14	
9	67	90	71	106	28	109	81	28	36	123	32	122	69	100	103	41	85	0	59	
92	33	77	119	69	14	53	90	18	9	122	112	45	94	86	33	29	68	123	0	
0	108	38	116	117	82	58	4	51	51	59	111	35	48	101	59	72	93	48	74	
6	0	33	115	94	117	22	51	47	73	70	25	2	49	113	101	42	18	110	28	
45	81	0	99	29	82	7	18	64	2	102	15	50	74	40	20	108	98	51	53	
117	1	116	0	27	117	77	66	37	42	34	37	67	96	30	59	49	82	51	57	
30	29	85	62	0	117	28	80	101	117	122	67	103	14	114	29	40	33	28	15	
28	43	109	74	3	0	48	105	77	12	13	116	72	101	13	50	78	61	113	43	
14	101	64	27	49	34	0	15	90	23	106	53	95	16	102	44	42	96	24	118	
116	80	102	75	10	83	69	0	51	13	15	25	76	90	64	78	106	84	84	85	
22	12	1	116	83	28	119	74	0	99	31	54	63	87	34	42	95	14	24	16	
80	9	75	94	94	79	109	116	91	0	6	23	94	26	38	124	24	88	69	13	
98	82	115	71	114	70	1	21	76	63	0	4	90	90	26	2	45	52	73	14	
39	90	49	124	11	85	34	28	75	35	82	0	103	64	91	101	76	45	12	77	
14	57	53	40	49	55	119	12	120	68	83	107	0	94	73	13	81	11	28	70	
43	122	102	81	85	61	123	45	63	23	85	30	44	0	10	12	87	91	62	37	
45	12	11	1	25	97	78	35	96	43	120	111	25	32	0	4	38	50	23	45	
123	30	87	83	19	120	36	92	49	20	90	115	11	12	56	0	40	12	58	104	
79	73	97	33	110	97	99	47	16	49	94	75	73	3	88	11	0	114	41	6	
64	38	25	32	66	114	50	65	69	11	41	39	21	96	38	46	98	0	85	39	
21	8	24	24	77	4	124	118	78	30	2	124	8	116	2	33	24	122	0	101	
28	94	19	26	59	85	51	68	73	31	76	73	65	101	41	80	17	83	3	0	
0	40	98	69	33	99	115	72	113	85	91	71	69	23	59	108	32	120	56	4	
21	0	12	75	29	67	52	37	98	54	100	54	9	34	29	68	82	112	79	47	
81	103	0	58	96	59	71	2	97	56	86	24	88	122	76	77	18	20	102	55	
21	46	63	0	28	83	42	57	53	29	70	73	100	23	22	84	28	52	123	60	
107	36	100	54	0	117	35	123	91	6	7	110	45	25	29	96	26	10	44	62	
108	63	75	32	8	0	13	95	41	93	85	13	2	67	73	102	17	11	13	60	
112	111	4	25	30	84	0	112	24	90	73	118	105	73	53	101	47	78	107	107	
106	89	39	49	50	51	51	0	8	79	70	78	94	70	28	111	36	41	57	120	
65	54	74	109	57	106	106	68	0	92	24	103	23	72	8	106	102	2	20	94	
65	17	1	54	106	91	98	114	64	0	1	57	4	33	19	28	23	10	25	40	
7	14	34	89	5	91	20	79	106	115	0	71	112	61	94	19	80	55	13	97	
100	116	23	88	27	27	98	7	107	117	57	0	71	100	120	118	6	35	62	65	
62	38	82	37	13	18	56	40	39	7	119	119	0	27	29	68	78	68	107	84	
114	55	82	77	99	109	15	122	75	19	5	86	102	0	79	35	117	108	101	11	
100	103	22	37	64	93	69	114	21	12	104	20	75	81	0	36	9	40	107	58	
69	81	99	62	96	23	71	93	89	31	81	77	90	114	113	0	53	114	8	80	
89	39	38	88	100	57	106	48	39	76	89	7	19	29	26	81	0	43	77	29	
106	78	10	62	107	118	71	118	30	90	98	25	82	74	83	122	25	0	88	64	
5	52	116	92	122	85	102	60	26	15	28	26	115	16	4	38	14	113	0	42	
43	2	23	3	11	9	94	34	2	66	46	119	57	103	25	47	48	30	92	0	
0	30	66	69	45	50	35	106	81	78	78	28	33	59	65	23	16	21	71	113	
121	0	45	37	21	96	79	101	9	20	72	6	17	115	94	41	56	40	88	98	
59	84	0	93	14	68	109	40	100	85	122	81	78	81	60	85	34	112	47	86	
73	70	39	0	51	78	101	105	27	18	71	120	100	80	6	58	8	104	84	102	
47	64	12	67	0	100	33	11	90	41	68	66	40	60	57	118	23	106	61	41	
5	105	8	109	49	0	55	10	27	26	65	43	12	76	51	21	73	22	77	115	
58	121	40	25	79	88	0	35	3	36	113	3	70	82	37	114	26	3	13	112	
8	35	23	35	84	54	30	0	6	57	80	109	17	50	65	104	30	109	124	107	
110	12	81	62	70	108	55	42	0	34	4	18	12	12	64	52	86	85	15	23	
121	19	35	30	28	38	67	20	122	0	17	100	76	91	41	73	11	52	55	11	
33	3	113	60	108	109	101	61	3	2	0	113	8	22	74	48	66	35	78	95	
55	21	76	92	76	46	66	3	90	19	89	0	69	68	64	43	97	73	64	43	
78	40	103	74	13	22	63	7	13	15	75	37	0	122	98	87	81	73	74	35	
102	116	43	68	101	17	41	56	66	9	72	101	75	0	109	13	26	47	108	97	
73	86	71	2	23	28	123	116	58	46	112	105	37	81	0	46	57	93	66	46	
52	114	14	1	74	107	25	122	90	56	15	114	61	118	15	0	35	17	81	17	
118	20	70	54	96	54	34	23	33	37	36	105	68	33	72	15	0	53	102	124	
29	45	118	45	101	105	52	60	84	67	97	14	48	105	100	21	78	0	64	55	
96	112	30	62	85	114	23	25	110	77	85	44	34	71	118	76	6	12	0	61	
12	96	28	57	61	55	76	83	33	99	60	3	17	14	112	121	108	5	65	0	
0	92	124	62	84	85	88	78	40	32	113	107	56	61	66	12	55	56	87	37	
65	0	92	59	2	105	22	76	13	54	75	84	35	74	43	69	40	24	23	4	
116	12	0	118	110	55	79	19	95	13	14	58	101	18	78	2	99	74	27	120	
25	41	58	0	35	114	58	19	28	46	20	30	110	35	47	35	70	104	111	114	
36	36	2	54	0	93	19	64	5	45	77	82	31	69	88	23	102	27	4	61	
92	102	23	105	104	0	75	77	11	74	35	77	101	67	107	97	24	84	64	21	
101	13	114	77	68	2	0	123	99	30	32	72	47	101	62	62	24	18	74	45	
