50
20
66	55	65	57	58	38	5	26	66	93	39	42	40	7	50	27	64	20	79	28	
46	63	35	72	66	23	13	40	41	95	12	79	62	34	4	60	44	65	18	91	
25	71	49	48	5	13	36	84	74	48	45	25	8	69	20	79	58	50	99	32	
30	21	2	6	69	1	54	84	62	71	34	18	13	18	19	50	7	76	75	56	
17	74	95	10	38	10	76	74	70	30	11	75	87	98	58	15	69	75	47	70	
40	65	14	98	93	76	40	39	30	22	71	45	40	8	22	65	12	7	96	51	
17	52	67	55	59	49	67	65	66	3	53	54	27	58	56	80	5	82	6	9	
20	91	8	71	56	2	31	15	11	22	28	19	44	86	92	67	69	49	22	94	
73	12	62	19	26	81	35	71	51	82	93	80	41	77	59	70	46	3	3	63	
5	22	25	28	96	43	48	92	43	35	61	15	70	50	34	94	23	56	29	33	
60	12	2	31	60	51	85	44	32	56	61	22	10	50	17	61	95	38	12	89	
3	26	40	79	18	71	41	27	23	14	78	56	94	82	39	55	24	85	53	6	
91	97	68	69	74	29	82	93	20	88	13	63	25	16	59	2	58	29	42	41	
34	30	75	11	93	44	95	2	1	41	49	56	10	17	7	55	88	26	61	22	
81	30	72	4	12	26	15	55	54	4	15	79	36	68	59	78	46	23	49	68	
58	12	5	12	56	27	24	44	55	52	31	82	87	65	2	27	65	28	56	83	
48	94	5	71	36	27	77	55	65	17	93	92	37	92	70	13	31	19	9	79	
71	46	10	62	71	56	6	23	22	95	83	19	86	37	72	20	84	10	6	69	
57	20	33	2	38	21	79	25	99	15	20	45	76	47	90	38	4	72	54	44	
5	73	56	95	96	76	36	1	97	85	1	32	70	70	56	75	73	33	57	64	
8	58	89	35	84	88	18	51	21	12	13	11	17	66	26	23	43	21	16	77	
19	10	54	82	84	9	21	12	63	11	36	59	92	30	50	61	97	79	95	46	
78	77	31	57	65	33	34	47	45	24	6	22	90	7	4	37	49	55	26	76	
2	27	1	7	17	6	42	98	70	71	22	14	58	37	8	43	2	69	25	64	
1	33	61	24	78	40	74	41	41	46	44	88	19	5	60	69	54	38	71	25	
78	53	25	62	45	64	46	18	6	59	65	82	97	52	60	2	12	15	50	55	
8	23	11	70	83	5	1	44	70	16	87	82	80	86	80	44	31	58	38	30	
14	2	7	89	53	5	88	72	33	33	50	71	28	36	38	25	52	36	15	89	
46	65	88	87	60	7	29	88	97	53	96	8	67	29	51	12	29	11	85	96	
98	35	65	21	60	5	95	60	32	22	51	13	59	4	25	31	98	98	20	71	
50	7	74	54	9	76	67	29	28	49	48	53	9	99	97	1	46	2	25	69	
88	54	16	16	7	63	41	99	54	44	89	71	92	53	73	54	83	74	67	88	
28	43	87	72	51	35	98	2	63	76	69	98	7	52	46	94	78	16	7	24	
66	87	57	31	85	94	31	17	16	88	83	99	19	9	82	63	52	21	12	41	
43	56	89	24	66	65	25	79	12	45	22	54	82	8	92	91	63	10	50	53	
23	4	85	94	6	25	70	6	2	52	26	20	60	50	42	27	66	98	8	8	
93	29	46	18	3	6	62	29	50	31	29	62	60	62	65	55	45	74	82	58	
52	35	54	83	93	87	45	89	48	66	67	18	58	14	12	74	49	84	5	19	
1	37	23	36	88	60	59	4	34	17	70	81	74	21	34	77	21	55	9	50	
77	53	23	73	40	33	68	70	75	68	59	60	70	88	23	77	13	19	41	21	
54	10	96	67	85	67	22	10	45	99	34	1	72	7	99	81	9	20	85	43	
45	90	79	74	92	81	81	79	2	78	18	93	33	85	48	29	87	37	77	18	
56	95	70	75	15	93	44	64	39	87	4	8	71	62	41	91	3	90	74	74	
54	85	33	93	51	98	80	92	4	45	65	92	68	10	40	20	15	76	17	50	
57	2	50	16	55	9	88	42	46	78	58	60	94	61	76	99	55	10	38	20	
23	36	18	74	19	94	25	79	11	51	35	87	82	92	89	27	5	81	42	81	
18	85	65	70	58	49	93	56	66	87	86	11	46	47	42	30	8	27	20	98	
88	5	87	16	84	27	61	94	59	4	34	24	78	77	90	85	94	52	68	92	
38	3	18	81	4	62	1	26	28	45	49	11	37	37	61	5	60	21	93	21	
72	45	15	93	23	90	97	93	74	9	88	98	69	96	25	4	18	1	15	83	
0	6	5	3	3	2	4	2	2	7	1	6	1	9	4	8	6	5	7	6	1	1	2	8	1	1	8	1	2	5	9	5	8	3	6	4	3	9	5	1	7	5	5	6	5	6	3	2	8	4	
7	0	5	6	7	2	7	6	5	9	2	2	2	3	9	3	3	2	9	5	2	7	6	1	7	3	3	5	3	1	6	4	1	5	4	8	6	1	3	4	4	5	1	9	9	8	1	4	8	1	
1	5	0	6	4	5	1	9	2	7	1	6	3	1	4	7	7	7	1	1	1	3	6	9	5	3	1	6	3	1	1	8	6	7	2	8	6	9	8	5	5	3	3	9	8	7	3	5	2	6	
8	2	2	0	6	7	5	1	1	9	5	7	2	3	3	8	7	1	1	2	7	6	1	9	4	8	6	1	3	6	7	9	8	2	5	2	7	3	3	9	2	8	4	7	7	7	7	9	2	7	
7	2	8	9	0	6	6	1	7	4	9	6	6	3	9	6	2	7	9	2	6	4	7	4	9	8	8	6	2	8	5	8	5	6	6	1	1	5	8	6	1	1	9	8	4	8	9	2	5	5	
2	6	8	1	3	0	4	3	2	1	1	7	5	1	8	4	5	7	3	4	3	3	3	6	2	7	8	1	3	1	4	6	1	1	1	1	7	6	4	9	6	3	1	8	6	3	7	8	9	9	
1	9	5	3	6	9	0	1	2	4	5	7	4	7	3	4	5	8	4	8	9	2	3	7	1	8	4	2	2	4	4	7	5	1	8	3	9	7	4	9	3	3	7	6	5	6	7	2	8	4	
8	8	3	9	6	1	9	0	3	4	8	8	7	4	6	2	7	9	4	3	9	1	5	4	5	3	3	1	5	2	5	9	4	2	4	7	8	6	3	9	1	2	8	1	3	9	1	7	1	8	
6	9	4	8	6	9	3	9	0	6	4	7	6	7	3	6	1	5	4	3	3	2	1	5	5	6	2	9	9	2	6	5	7	4	1	7	3	9	3	3	5	6	2	2	1	5	5	4	7	5	
1	4	1	5	1	6	6	3	7	0	9	9	5	7	3	2	1	2	8	4	6	2	8	4	1	5	2	9	2	8	2	1	3	7	5	6	2	3	5	2	5	4	7	8	5	5	3	6	2	7	
9	8	8	5	8	5	8	1	5	1	0	4	2	5	4	1	7	5	3	9	6	6	8	2	5	2	3	9	8	2	1	2	4	1	2	4	6	8	5	9	5	5	9	7	8	2	3	3	7	7	
6	4	2	1	6	6	4	8	4	5	8	0	4	8	3	2	7	5	5	2	8	2	2	6	6	6	8	8	9	2	5	3	1	6	2	2	8	8	8	7	1	2	5	7	9	9	5	2	6	2	
8	6	1	9	1	9	6	8	1	3	1	9	0	4	6	1	2	8	4	3	4	4	7	1	9	3	1	4	8	4	8	7	7	2	9	9	6	2	9	8	3	7	6	1	9	1	2	8	6	6	
6	7	7	7	3	7	7	9	8	5	8	4	7	0	1	4	7	2	9	1	6	8	7	5	5	8	2	2	7	6	9	4	5	7	6	3	1	4	1	5	8	4	3	1	9	5	5	1	1	5	
6	2	2	8	1	8	6	1	6	9	5	7	4	9	0	5	1	2	2	6	2	6	9	6	4	2	4	6	1	6	1	7	7	9	6	3	5	1	1	6	6	8	4	5	3	9	7	5	8	9	
4	6	2	4	3	9	5	4	4	7	9	4	9	6	3	0	3	6	8	5	2	6	8	7	7	9	6	5	1	5	8	3	2	2	4	7	3	6	4	4	7	1	4	3	2	3	1	5	9	6	
9	3	5	7	7	7	8	3	9	2	9	3	3	8	1	1	0	6	4	6	1	7	2	1	7	5	3	9	3	6	8	5	6	3	8	1	7	4	9	5	1	5	2	3	5	3	9	5	8	8	
5	6	6	5	5	2	2	1	8	1	2	5	1	1	9	6	2	0	2	6	5	7	7	1	8	5	1	6	4	8	3	3	3	3	2	1	7	3	2	8	5	7	4	2	6	4	1	9	1	7	
2	2	1	9	7	8	5	2	2	4	9	7	1	8	3	5	2	1	0	8	2	9	7	5	9	1	2	1	3	2	5	4	6	5	6	1	1	5	6	2	9	3	3	7	5	4	2	8	2	3	
7	1	2	5	1	8	1	1	4	8	7	7	2	4	4	2	7	9	2	0	3	9	3	6	7	5	1	9	6	3	9	1	4	2	7	8	8	7	4	6	7	5	7	6	3	5	3	9	9	7	
