15
15
53	59	68	53	34	21	52	9	12	30	46	82	54	3	70	
68	71	96	7	24	49	69	92	50	31	29	99	63	39	3	
63	1	59	88	86	58	76	55	76	77	88	55	8	74	29	
62	88	4	52	33	61	57	39	16	46	63	51	41	21	57	
48	99	7	8	83	14	85	30	79	76	30	8	83	56	75	
87	76	83	56	61	21	11	62	42	1	31	15	60	57	32	
73	51	3	59	24	49	35	95	17	17	81	58	94	36	18	
24	45	74	70	49	6	62	84	5	6	99	50	13	32	50	
79	51	83	51	99	12	66	42	76	22	34	11	33	30	41	
3	47	75	98	87	33	10	70	25	30	61	85	33	21	98	
57	35	38	25	30	30	82	19	4	48	95	28	70	92	41	
28	92	18	81	3	82	85	8	58	95	62	24	55	84	85	
22	26	61	63	37	20	43	92	20	59	26	28	27	28	25	
32	96	6	92	3	40	12	23	58	33	61	24	77	35	57	
68	46	45	6	8	53	14	60	99	61	28	2	82	63	95	
