20
20
36	40	58	15	89	33	97	23	99	88	30	14	88	75	58	55	7	51	56	90	
47	70	98	94	24	89	71	3	66	25	46	81	78	46	18	87	59	83	46	56	
36	63	77	52	25	68	12	74	74	24	7	59	94	96	84	12	50	63	97	31	
83	74	42	72	12	2	20	30	6	37	95	47	79	96	63	75	21	3	19	93	
56	93	3	51	56	56	95	16	97	75	12	62	74	52	95	22	40	43	27	51	
84	52	7	14	52	32	18	88	37	87	98	25	49	86	34	50	13	6	21	21	
3	36	66	47	24	15	15	56	81	80	97	67	90	40	39	41	35	38	43	97	
29	75	89	69	45	21	3	98	94	60	94	7	18	74	24	29	51	51	61	31	
12	51	9	81	60	57	73	67	39	89	12	58	27	23	20	74	10	69	30	4	
99	74	64	90	80	47	23	71	61	17	22	78	28	21	17	36	53	96	42	58	
9	93	22	91	25	54	96	25	92	26	51	89	77	91	47	16	43	67	67	67	
83	79	24	34	33	87	32	17	21	6	75	43	67	43	76	19	16	17	50	47	
52	86	84	60	78	27	84	25	55	54	3	99	30	32	24	29	89	23	11	22	
46	87	69	10	32	87	20	40	43	48	30	98	25	93	49	80	95	78	30	81	
84	53	81	69	74	11	9	89	50	8	65	74	92	15	9	25	34	65	96	99	
14	92	47	42	11	89	4	55	64	99	10	10	39	79	7	72	41	90	85	8	
2	7	56	15	76	33	43	17	18	97	30	30	60	43	20	60	92	60	1	63	
60	85	15	95	10	84	23	44	26	48	23	87	67	76	97	71	73	63	63	87	
21	37	47	43	59	94	76	29	91	50	60	56	48	7	50	11	38	7	76	93	
29	9	33	48	78	9	63	24	13	90	29	57	97	1	25	38	32	72	38	64	
