15
15
19	78	79	3	53	27	24	47	7	19	2	73	63	21	2	
21	13	29	63	23	18	32	60	26	5	46	13	54	12	90	
28	85	44	42	69	80	71	44	27	77	75	53	94	55	66	
28	74	86	16	34	60	17	8	18	27	39	71	8	3	76	
99	1	62	52	80	16	79	39	49	86	33	14	65	45	85	
62	77	61	16	88	91	13	8	53	18	17	92	88	40	42	
26	41	88	27	69	32	97	99	4	77	72	77	63	63	98	
83	86	67	24	79	49	18	87	75	22	54	51	14	33	43	
83	39	27	6	57	82	15	75	84	55	86	63	70	4	22	
22	33	11	69	47	38	42	99	19	66	19	41	59	3	68	
34	43	61	84	65	36	25	32	1	79	93	3	92	82	2	
5	65	58	77	80	30	13	71	85	45	93	44	74	72	60	
27	82	74	62	82	18	22	69	48	89	60	73	72	65	23	
34	98	89	92	2	85	15	99	80	69	27	18	20	23	78	
38	65	5	8	45	50	28	64	55	51	56	43	22	18	96	
