30	
20
115	145	41	106	158	53	23	25	194	156	13	152	194	99	177	4	38	58	162	75
154	155	125	128	28	197	191	93	87	100	15	52	159	89	139	71	129	135	21	43
112	168	199	181	87	11	105	22	179	96	172	5	55	71	118	108	84	8	91	26
59	106	132	86	101	22	8	83	20	84	50	99	100	48	101	76	169	169	42	193
9	84	62	64	75	95	155	133	2	129	150	126	44	161	156	172	101	95	161	11
128	184	176	71	27	122	185	15	108	44	99	24	125	71	139	143	64	63	15	125
154	114	197	118	104	97	177	161	87	111	100	140	65	58	24	58	119	124	3	19
141	161	92	125	149	154	174	65	154	17	37	150	30	75	106	64	36	96	58	193
145	174	149	109	27	130	87	162	105	200	103	164	16	93	159	167	131	36	115	79
121	158	23	180	70	176	79	74	148	31	118	72	92	26	168	145	77	86	48	192
84	70	88	197	68	132	7	198	159	55	23	80	38	49	36	162	95	96	87	102
22	166	59	76	167	107	42	138	107	153	113	36	53	129	16	15	187	70	44	119
109	23	145	174	86	117	88	70	190	103	58	12	118	92	172	135	150	104	122	103
162	73	47	52	91	164	176	179	159	3	161	7	191	25	26	18	181	73	26	5
158	23	61	62	109	128	105	79	165	86	119	55	192	42	147	172	74	131	34	78
149	191	109	118	187	127	11	54	23	198	117	57	125	51	197	136	8	41	87	100
110	24	134	21	53	46	81	187	174	191	82	93	17	97	158	110	10	113	1	124
19	17	135	165	50	146	56	143	109	25	181	72	191	135	158	180	173	15	143	97
132	150	51	122	41	89	1	113	22	68	176	104	111	84	135	111	106	23	71	32
84	39	112	196	84	73	130	100	69	15	24	111	7	55	132	166	25	143	144	47
47	193	36	127	89	171	77	107	159	117	151	84	123	124	16	49	193	3	139	179
97	76	111	132	157	193	134	88	90	119	9	105	103	98	121	182	191	139	74	91
87	59	75	82	115	44	137	141	12	65	88	68	23	124	24	14	154	61	179	46
134	173	177	160	103	168	19	93	116	150	16	72	23	102	18	74	124	182	55	171
75	128	80	132	122	172	154	45	178	147	175	80	117	28	198	93	22	58	115	200
10	32	200	84	11	96	53	63	2	48	92	167	69	120	184	65	124	54	148	88
171	192	42	39	9	17	70	189	177	48	4	11	35	39	167	125	92	109	47	195
10	91	111	154	114	6	101	169	122	153	95	92	21	25	153	41	41	187	112	34
92	187	87	92	80	128	133	111	86	129	73	175	112	121	8	164	130	197	24	25
194	153	181	61	120	52	71	183	91	115	37	46	176	118	7	160	139	190	87	52
2	11	8	13	6	3	14	1	10	5	20	19	15	18	12	9	16	7	17	4
13	15	1	5	18	7	10	19	14	8	17	4	6	20	2	11	9	12	16	3
2	1	11	12	14	17	20	7	15	8	10	13	19	3	16	18	5	4	6	9
10	5	7	13	19	15	14	17	16	6	4	20	11	2	3	12	1	8	18	9
3	16	9	4	10	13	8	15	1	7	17	12	14	20	18	6	19	5	2	11
5	14	15	11	3	17	12	8	16	10	18	20	9	2	1	4	19	6	7	13
16	3	18	13	4	11	1	15	10	17	2	12	14	19	6	20	9	7	8	5
10	7	14	18	13	16	12	19	5	3	17	8	11	6	15	4	9	20	1	2
8	3	12	9	17	2	16	4	15	7	18	19	13	14	5	6	1	10	11	20
19	2	1	13	9	12	5	15	4	18	14	16	8	3	17	10	11	6	20	7
17	11	3	19	14	1	4	10	5	20	18	13	2	9	6	8	15	12	16	7
14	6	13	12	20	7	10	9	4	11	16	17	3	18	2	1	19	15	8	5
9	4	7	2	6	13	19	15	12	11	3	18	10	16	8	14	17	20	5	1
9	19	8	20	6	2	16	11	4	12	13	5	17	7	1	15	3	14	18	10
1	19	14	4	5	7	13	11	6	9	17	2	16	3	10	8	15	20	12	18
17	19	20	6	15	3	18	11	9	8	12	14	1	4	7	16	5	10	13	2
17	4	15	9	12	16	8	14	6	3	20	7	5	10	18	1	2	13	19	11
14	5	1	2	6	17	13	18	4	3	19	15	8	7	11	10	12	20	16	9
7	11	3	13	10	20	5	12	1	2	9	4	15	16	8	17	14	6	18	19
18	3	11	8	1	16	5	12	15	6	9	13	10	17	4	14	19	20	2	7
18	10	2	17	8	7	20	14	5	15	13	11	6	12	19	9	1	16	4	3
1	11	20	9	4	18	17	15	8	6	13	12	14	19	5	2	10	7	3	16
15	18	4	3	9	2	17	13	8	16	5	20	14	12	10	6	19	7	1	11
11	17	12	7	13	9	8	3	6	4	5	19	15	20	1	16	2	18	14	10
2	7	17	4	15	13	9	11	19	14	6	16	12	3	8	1	10	5	18	20
17	7	2	10	11	14	19	9	1	8	12	13	3	5	20	15	16	6	18	4
14	12	5	7	16	15	3	4	6	10	2	20	1	9	18	17	19	13	8	11
14	10	11	18	20	12	7	6	17	2	16	5	3	19	9	13	15	1	4	8
10	1	17	14	4	5	2	3	19	15	12	6	13	9	8	20	7	16	11	18
1	17	10	5	8	4	13	20	15	6	3	16	14	19	12	11	18	2	9	7
