30	
20
103	78	90	168	168	67	180	56	44	138	79	179	56	7	37	54	151	97	130	97
56	35	65	187	178	8	122	56	92	164	167	137	123	178	165	114	189	140	32	9
183	173	185	58	32	156	125	148	64	60	111	149	88	145	161	95	100	80	132	70
7	127	63	189	22	98	5	17	117	61	101	153	18	117	31	131	104	85	102	125
40	144	33	184	77	128	22	104	155	15	117	175	24	162	58	25	24	20	161	28
148	94	53	83	170	156	175	107	148	85	36	161	2	110	44	89	73	132	200	79
121	82	155	110	145	154	16	23	112	20	103	180	148	165	22	66	1	13	117	191
49	99	11	143	33	126	100	159	12	8	164	115	167	55	72	36	188	110	184	47
155	121	109	167	77	118	19	8	169	145	185	102	69	101	183	131	125	9	164	5
179	72	55	141	163	56	166	15	83	82	102	12	100	82	167	106	160	20	108	63
93	158	23	163	193	157	17	137	168	103	123	175	16	19	113	122	78	1	105	83
26	54	1	174	37	42	132	114	88	81	108	38	124	35	120	149	147	148	178	6
98	20	122	174	58	138	53	167	118	68	24	90	31	76	169	3	34	31	112	19
80	173	192	52	156	89	53	22	93	182	2	144	16	8	95	161	59	148	59	59
95	190	120	87	119	17	122	135	90	114	80	35	27	137	187	114	25	38	93	20
110	166	23	165	192	101	153	102	174	130	87	161	168	32	91	59	120	42	13	104
56	143	63	66	165	4	27	39	177	198	48	75	108	119	162	153	7	58	30	13
32	61	99	169	194	182	160	48	6	80	48	99	9	152	182	19	120	115	187	72
52	60	32	190	160	198	79	142	71	140	102	25	126	78	77	134	186	47	120	117
133	188	56	94	63	137	137	91	149	147	118	15	103	30	166	59	104	63	114	184
183	67	136	123	55	170	180	171	64	107	166	6	190	49	16	91	62	57	102	125
3	67	3	173	65	22	140	122	139	23	191	30	47	16	162	174	59	162	83	151
173	105	139	194	90	185	31	157	54	132	180	102	86	3	32	73	170	135	131	123
105	163	141	20	46	28	24	20	77	104	91	133	191	126	131	71	52	199	54	68
35	177	84	124	57	176	111	82	128	46	126	45	38	62	160	188	165	88	193	131
129	85	198	43	113	110	31	22	28	54	132	42	13	47	149	161	34	113	168	197
88	160	153	172	35	11	29	115	176	97	42	9	154	29	165	180	61	107	15	10
7	5	158	100	48	109	21	77	184	136	56	80	142	163	67	150	115	140	49	36
147	152	60	82	103	126	121	37	15	67	34	17	189	62	58	178	104	151	181	153
118	157	166	7	123	98	179	194	57	9	78	1	91	130	42	93	132	57	181	1
11	1	8	15	5	17	19	18	13	12	14	4	3	2	9	20	10	16	7	6
7	1	3	12	4	15	20	8	9	6	10	5	11	16	14	13	18	19	2	17
6	15	7	12	1	8	14	4	11	2	5	10	13	18	9	16	19	3	20	17
7	5	8	13	6	3	17	1	9	14	19	16	12	11	10	4	18	20	2	15
16	3	15	12	8	10	9	13	11	18	19	6	14	5	2	4	1	17	20	7
11	10	17	14	9	20	8	4	18	15	12	19	7	1	16	2	3	6	13	5
11	12	3	5	19	15	7	10	17	2	6	16	14	4	20	13	18	8	1	9
19	4	5	18	9	14	17	1	13	11	8	3	16	7	6	12	15	2	10	20
6	3	15	14	12	9	10	17	13	2	4	5	16	20	8	19	18	1	7	11
20	2	15	4	14	13	1	9	8	5	18	3	11	12	10	6	17	19	7	16
11	2	4	5	6	9	15	3	18	12	19	16	20	14	7	13	8	17	1	10
1	3	12	6	13	19	20	7	4	10	17	16	8	2	15	18	9	14	5	11
6	17	14	12	11	18	2	19	7	10	16	5	20	1	3	9	8	13	15	4
18	9	19	11	15	6	8	13	14	4	1	2	12	7	16	10	17	5	20	3
18	9	17	15	13	4	14	10	19	16	12	20	8	7	1	11	3	5	2	6
12	18	16	15	17	20	7	14	6	8	3	13	19	9	1	2	4	11	5	10
3	14	18	1	2	11	10	20	13	15	19	5	16	7	12	9	4	6	8	17
14	3	17	11	16	13	8	20	7	10	5	2	15	6	18	19	9	4	12	1
1	15	9	4	19	3	7	17	8	11	5	12	13	18	16	14	20	10	2	6
8	3	11	12	15	16	14	9	17	18	6	7	13	10	20	4	2	5	1	19
10	11	1	3	12	2	19	7	5	9	16	6	13	4	15	18	17	14	20	8
13	11	9	4	7	16	6	10	20	18	3	1	17	15	5	19	2	12	8	14
7	3	8	14	18	10	17	6	5	19	1	20	11	16	12	15	9	13	4	2
10	12	20	4	1	11	14	17	19	13	9	16	6	5	18	15	3	7	8	2
2	7	20	17	16	3	13	19	9	5	11	6	10	1	8	18	15	14	12	4
7	8	5	19	20	16	18	9	3	4	11	17	15	12	14	1	2	6	13	10
1	13	3	10	20	2	8	15	12	18	5	4	19	9	16	17	11	7	14	6
4	13	7	11	17	5	19	3	9	16	6	12	8	18	15	2	1	20	14	10
4	20	9	10	3	14	7	12	13	6	15	18	11	1	2	17	16	19	8	5
14	10	7	17	9	1	11	16	12	8	2	5	15	4	3	20	13	19	18	6
