30	
20
29	147	133	183	169	42	22	133	69	134	76	75	200	98	3	43	159	99	68	40
127	72	137	150	97	120	170	7	110	56	120	27	16	10	14	157	176	184	176	164
39	173	186	158	172	21	110	115	37	111	121	37	173	20	164	7	94	125	153	146
187	8	9	192	101	129	116	133	33	115	40	134	81	115	81	196	83	139	14	198
27	94	11	85	45	37	121	92	158	165	61	3	14	186	141	142	79	88	69	149
147	194	1	148	10	188	53	51	27	72	166	87	48	70	188	182	125	30	9	190
28	71	30	129	170	3	21	31	153	91	126	59	121	103	13	173	163	131	116	42
17	129	87	130	98	53	109	13	133	85	13	62	104	93	98	99	79	84	109	46
23	193	115	166	80	3	25	86	8	130	26	123	138	18	100	191	14	155	93	76
199	70	125	120	153	182	2	112	177	113	110	177	51	4	197	65	110	94	57	122
49	113	63	11	164	149	63	148	28	43	62	33	26	72	177	138	111	130	52	124
18	41	179	124	192	195	121	45	177	133	179	86	42	197	120	175	164	145	20	12
5	71	143	6	127	160	163	186	120	123	168	49	24	94	155	150	157	109	21	48
145	106	113	148	28	54	54	117	141	29	131	177	102	155	64	161	72	150	33	5
187	137	57	169	25	39	83	8	17	48	46	35	158	132	146	97	122	20	167	12
169	170	101	134	93	42	59	179	15	129	147	78	110	76	154	142	21	12	69	66
75	113	17	148	105	116	119	200	113	147	24	175	54	150	45	20	170	139	78	54
89	127	173	23	180	177	97	147	69	52	166	97	59	160	58	139	49	31	78	189
131	79	183	59	103	97	35	198	108	95	124	68	70	154	171	52	91	114	9	13
140	187	94	117	180	95	91	24	106	148	99	133	40	35	137	155	199	180	83	191
19	88	167	36	164	34	18	115	49	194	178	42	200	118	17	166	197	51	71	164
57	134	147	186	197	55	36	160	162	168	23	158	16	75	115	24	100	108	74	9
32	117	57	115	56	38	84	99	125	196	187	127	177	143	125	23	139	181	115	125
117	119	144	10	158	118	180	123	137	60	21	150	2	14	102	177	132	114	70	59
96	27	133	174	58	7	75	193	198	39	26	195	116	55	187	165	28	139	50	34
127	117	46	95	111	141	178	151	138	28	199	4	47	198	147	83	104	168	106	140
71	150	199	192	130	197	90	153	4	88	5	50	33	98	39	121	111	190	179	17
54	173	105	179	105	186	146	66	182	51	167	136	166	11	155	84	64	177	164	120
98	95	79	25	23	161	117	53	110	61	42	18	63	18	181	56	173	50	102	9
136	29	147	190	196	28	2	133	170	167	54	110	163	185	33	189	89	169	150	119
7	11	17	5	1	18	15	2	6	12	13	3	10	9	16	14	19	20	4	8
4	9	1	18	2	20	17	5	7	16	3	19	14	12	15	13	10	11	8	6
3	13	16	12	2	9	7	15	8	20	18	10	4	17	19	6	1	14	5	11
10	13	7	14	16	20	5	18	3	17	11	2	15	19	6	1	9	4	8	12
6	5	3	17	10	16	20	11	13	19	14	12	2	1	4	7	15	9	8	18
3	10	1	17	2	5	13	16	7	18	4	12	11	19	14	15	9	6	8	20
11	16	15	2	12	9	6	7	8	3	10	18	4	19	1	17	20	5	14	13
17	11	16	1	14	20	18	10	5	6	3	2	7	8	13	4	15	9	19	12
18	12	17	14	7	4	10	9	13	1	16	3	2	19	6	20	5	15	11	8
6	9	15	14	5	10	1	13	3	18	4	19	11	7	12	20	8	17	2	16
12	20	17	15	8	13	1	3	2	6	5	7	14	11	16	19	18	9	4	10
11	13	2	17	9	20	5	8	1	16	18	14	6	7	3	4	19	12	15	10
13	1	16	5	11	7	15	3	4	14	20	10	6	9	17	8	12	2	18	19
17	12	15	2	8	19	11	14	7	1	20	10	6	3	4	16	18	9	5	13
12	7	11	5	6	1	8	2	4	15	9	10	3	20	18	13	16	17	19	14
9	10	4	18	13	12	20	1	6	8	15	7	11	17	16	2	3	14	5	19
13	10	3	19	5	7	4	15	14	9	1	16	8	20	18	2	6	12	17	11
8	7	14	9	16	5	6	4	11	1	13	3	20	15	12	19	17	10	2	18
12	15	18	9	6	19	4	7	14	13	17	5	20	8	11	1	2	10	3	16
15	4	16	12	10	6	2	1	18	9	11	3	13	19	14	17	8	7	20	5
9	14	15	4	6	7	18	16	12	3	20	17	5	19	2	1	13	11	8	10
1	6	13	9	14	15	5	12	2	18	19	16	20	10	7	8	4	11	3	17
4	14	18	19	16	3	10	20	9	7	11	1	15	8	6	12	2	5	13	17
14	1	5	7	2	13	8	12	17	18	19	10	11	15	9	20	6	16	3	4
11	8	7	17	6	2	3	16	5	13	4	12	20	14	15	1	10	19	18	9
17	3	11	13	4	7	16	5	6	14	18	8	20	12	10	1	19	9	2	15
12	14	15	11	5	18	4	6	2	1	10	20	16	9	19	17	3	13	7	8
13	5	16	14	12	2	9	6	11	8	1	4	3	7	18	10	17	15	19	20
11	20	19	7	9	3	5	1	2	17	8	12	6	18	16	13	10	4	14	15
4	19	12	20	1	15	7	9	8	5	13	16	10	11	6	3	2	18	17	14
