30	
20
26	179	75	63	29	10	135	126	80	54	42	167	40	180	97	178	132	118	99	59
10	132	171	10	143	131	165	122	56	130	33	193	21	72	195	152	148	173	22	12
184	155	140	43	61	34	13	148	58	26	145	172	57	197	199	86	88	128	120	104
15	22	23	36	143	133	45	89	141	137	17	2	194	54	62	174	192	28	94	70
194	132	98	126	13	114	155	140	51	193	188	141	82	41	154	45	108	27	2	65
44	128	11	129	39	113	90	12	43	2	18	136	171	117	141	150	136	8	190	73
100	120	117	106	166	154	63	138	173	152	101	18	48	141	82	60	30	53	157	182
195	7	71	50	149	37	6	20	98	25	122	16	13	74	111	86	159	159	88	84
155	94	166	20	11	86	190	9	79	17	85	166	126	119	128	64	161	31	73	155
138	186	158	90	193	71	100	19	38	189	66	58	76	196	133	138	162	191	77	95
107	49	166	20	127	137	100	121	64	95	87	55	200	126	115	15	93	60	93	46
86	17	109	12	101	130	68	189	120	180	154	172	103	36	194	36	153	12	116	120
122	117	105	172	90	25	200	143	170	142	130	11	34	48	138	4	1	49	76	36
67	149	107	135	82	31	175	172	10	161	1	156	46	112	22	57	165	63	55	72
190	1	89	142	169	176	98	170	107	125	147	15	96	66	75	42	71	139	197	6
37	191	69	109	79	108	30	70	138	23	46	155	187	46	171	95	106	13	97	109
167	128	131	50	75	104	148	56	145	135	182	35	124	145	85	74	158	176	97	102
5	35	42	95	62	71	153	120	50	21	27	168	142	93	119	79	96	101	179	34
23	144	110	94	27	115	55	186	173	142	96	65	152	127	5	133	167	153	59	105
127	159	200	158	142	176	167	140	107	176	107	123	15	84	134	62	185	173	71	119
90	136	176	121	11	93	3	199	4	40	28	16	114	174	168	145	176	40	55	111
91	76	111	119	54	74	100	19	68	13	114	175	163	31	128	57	164	30	34	113
137	187	169	32	185	167	11	29	8	168	176	176	69	126	22	80	148	153	155	179
156	24	171	27	122	128	175	145	119	9	7	129	143	5	116	5	161	115	127	51
164	188	14	5	23	37	119	41	134	155	64	129	131	35	121	30	10	101	47	147
1	90	151	105	148	132	86	167	21	53	23	46	123	26	170	54	123	17	177	50
98	33	6	200	34	20	127	150	103	103	143	82	63	15	39	51	181	83	197	176
186	136	87	59	191	181	115	11	86	53	89	113	85	60	81	71	141	148	128	138
116	92	96	115	20	124	44	83	49	42	36	124	79	25	121	84	53	198	72	84
18	191	107	33	84	155	117	192	36	87	87	170	164	12	62	93	141	125	177	16
5	9	6	7	10	2	4	8	1	3	15	18	19	13	14	20	17	12	11	16
3	7	2	8	10	6	1	5	9	4	17	11	15	13	19	14	16	20	12	18
3	4	8	7	2	1	5	6	9	10	17	13	12	18	16	19	15	14	11	20
2	4	10	9	5	7	8	3	6	1	19	20	16	11	15	17	13	12	18	14
6	5	4	1	10	8	9	2	3	7	20	11	15	12	13	14	16	17	19	18
8	9	7	4	2	6	5	1	10	3	13	11	15	14	16	17	12	19	20	18
4	2	1	9	3	7	10	5	8	6	17	12	13	19	18	16	15	20	11	14
1	6	4	5	10	9	8	2	7	3	11	18	13	14	16	20	15	19	17	12
1	9	3	2	8	6	7	4	5	10	13	19	12	17	16	15	14	18	20	11
10	8	7	9	6	5	1	3	4	2	16	12	19	20	17	15	13	18	11	14
5	10	6	1	8	3	4	7	2	9	13	16	15	19	18	17	20	11	14	12
8	5	3	6	2	4	1	9	10	7	17	16	15	18	12	20	11	13	19	14
9	6	10	2	3	7	5	1	8	4	19	18	20	17	16	11	15	13	14	12
10	3	7	6	8	9	4	2	1	5	11	13	18	16	19	17	14	20	15	12
1	7	3	10	9	2	8	4	6	5	17	11	13	18	14	12	15	16	20	19
5	10	9	3	8	4	6	7	1	2	20	14	16	13	11	15	19	18	12	17
9	8	10	3	5	2	6	4	1	7	20	17	13	12	14	19	15	16	18	11
9	4	3	8	6	1	2	10	5	7	19	16	11	18	14	17	20	13	15	12
2	8	6	7	10	9	5	3	1	4	18	14	13	15	11	19	16	17	12	20
8	3	9	6	5	4	10	2	1	7	16	18	12	14	11	15	20	13	19	17
9	4	3	1	5	10	8	2	7	6	16	14	11	12	19	13	17	20	18	15
5	10	8	9	6	1	3	2	4	7	14	19	11	18	13	16	20	17	12	15
5	4	7	6	9	8	3	10	1	2	11	18	20	17	12	16	19	13	15	14
7	9	4	3	2	8	1	6	10	5	12	15	18	11	16	13	20	19	17	14
2	6	3	9	10	4	5	8	1	7	11	19	14	20	16	17	12	13	18	15
5	2	10	1	9	3	7	4	6	8	19	18	20	13	15	17	16	11	12	14
2	1	7	9	4	3	10	6	5	8	15	16	20	17	19	13	18	11	12	14
1	8	2	5	4	6	7	3	9	10	18	17	14	13	19	15	16	11	12	20
3	2	9	7	1	4	8	6	5	10	18	12	15	20	14	19	16	11	13	17
3	1	5	6	8	4	7	2	9	10	18	20	13	14	12	19	15	17	11	16
