30	
20
88	178	190	116	114	160	152	149	102	158	102	34	7	28	68	22	75	47	122	70
25	9	1	47	72	78	167	44	96	81	175	53	91	38	199	200	126	171	136	77
163	24	26	78	64	63	148	89	159	135	9	123	105	96	190	145	122	101	49	186
150	17	184	81	58	100	56	37	99	90	59	121	179	126	156	161	7	107	20	176
89	137	94	160	38	151	200	138	175	122	39	104	9	75	99	124	75	11	35	47
59	73	160	123	45	81	33	71	78	191	198	168	91	102	23	76	158	112	151	7
62	83	124	108	192	188	134	107	198	118	110	170	77	179	196	117	87	47	181	108
191	169	65	199	164	6	60	129	24	14	200	22	192	34	187	136	106	112	132	167
89	125	87	24	138	21	79	23	119	49	171	52	94	35	85	8	95	176	140	4
10	21	146	30	97	188	35	176	134	106	165	194	178	192	181	142	105	12	23	55
180	166	139	125	103	29	47	144	12	120	117	19	112	3	55	138	167	145	164	185
173	105	45	148	127	157	95	38	88	27	127	184	125	132	89	55	28	198	122	98
165	174	114	146	86	126	47	81	43	78	198	74	155	193	6	127	142	99	66	91
33	159	134	25	166	125	195	1	34	25	93	135	175	156	182	145	129	60	46	125
182	84	52	114	197	111	56	74	3	160	192	152	96	8	83	10	41	103	133	146
9	99	111	189	150	104	81	52	47	133	90	84	156	28	131	5	21	42	20	4
135	174	32	48	125	90	107	34	82	87	164	137	99	120	97	151	81	150	176	35
61	22	23	62	22	152	88	129	7	172	27	162	119	168	48	14	155	199	146	62
28	102	197	86	11	33	41	186	69	47	74	125	147	3	173	138	57	25	149	190
97	35	115	153	131	80	184	155	33	117	81	9	141	141	102	19	109	33	61	15
136	11	17	88	34	9	84	43	53	187	79	89	79	29	146	181	59	137	122	8
40	192	127	32	113	111	156	24	106	188	2	161	24	7	85	1	81	167	129	150
7	5	103	162	22	196	165	3	18	127	1	124	49	144	138	21	198	49	154	184
116	28	17	107	191	46	89	31	22	165	85	109	169	125	139	118	8	134	39	43
96	163	130	116	51	90	69	146	7	8	33	65	116	115	129	34	53	109	42	150
35	181	30	59	25	144	175	123	29	100	84	185	46	97	190	87	145	34	16	46
54	136	66	2	87	100	60	63	186	185	122	101	128	139	104	54	104	19	15	48
8	107	62	164	191	149	103	43	86	131	1	56	109	11	31	50	180	183	191	32
153	112	40	101	157	197	7	71	161	46	123	76	199	47	188	57	131	45	135	35
114	173	161	93	135	160	71	139	42	172	169	37	113	86	173	107	11	29	182	190
10	19	13	9	1	12	18	15	17	16	8	7	3	6	5	4	11	20	2	14
6	20	7	2	13	1	18	11	8	16	10	14	9	3	15	5	4	19	12	17
9	10	3	2	6	19	14	8	12	17	18	13	20	15	16	4	11	5	1	7
3	19	7	2	20	15	10	9	1	5	13	11	18	14	4	8	6	16	17	12
3	16	19	7	2	20	8	9	10	15	14	18	5	12	1	13	4	11	17	6
20	7	16	5	12	13	4	2	18	9	10	6	14	11	3	1	19	17	15	8
12	18	8	3	16	17	5	6	7	20	11	10	9	13	1	19	14	2	15	4
4	10	3	7	12	9	13	17	14	11	16	8	1	19	20	5	15	2	18	6
20	9	17	13	18	5	3	16	6	10	4	8	14	19	7	12	11	15	1	2
7	5	6	20	15	2	10	13	8	9	18	4	19	17	14	16	12	1	11	3
7	2	16	19	1	5	20	13	3	9	10	11	4	15	12	6	8	17	18	14
4	5	1	12	19	14	6	20	3	15	9	8	2	7	18	10	17	11	13	16
6	7	3	15	4	20	8	18	17	12	2	14	9	5	19	11	16	10	13	1
17	12	13	16	4	19	9	7	11	20	14	1	18	3	8	6	2	5	10	15
19	10	16	5	7	1	15	14	17	6	3	20	8	2	11	9	4	12	13	18
13	15	10	19	7	1	11	2	8	16	17	20	4	3	18	9	14	12	5	6
11	18	19	1	5	17	20	8	15	14	16	12	7	13	4	9	6	3	10	2
20	1	12	6	4	14	5	13	8	11	10	18	16	19	15	17	7	2	3	9
8	6	1	13	9	12	18	19	5	11	4	15	7	16	17	3	20	2	14	10
19	12	9	16	11	10	2	6	8	7	1	5	4	20	13	3	18	15	14	17
16	17	19	8	10	18	6	5	3	13	2	1	20	7	11	9	4	14	12	15
8	10	4	15	18	11	1	16	12	19	20	3	2	17	7	5	9	6	13	14
6	11	3	1	14	9	18	4	13	19	12	7	16	5	8	20	15	2	10	17
4	16	8	20	7	10	15	13	2	6	18	9	1	17	14	3	19	11	12	5
1	12	5	6	2	8	4	17	11	14	20	19	7	18	13	15	10	9	16	3
15	4	13	8	18	9	5	16	10	20	2	3	19	17	1	7	14	12	11	6
11	5	9	3	8	16	20	7	19	13	12	2	1	6	4	15	18	14	10	17
2	4	8	15	9	14	18	1	12	10	16	19	3	20	13	6	11	5	7	17
10	13	4	7	17	19	3	8	20	18	14	6	5	16	11	12	15	1	2	9
10	3	4	2	7	18	16	17	14	15	13	9	20	6	19	11	12	5	1	8
