30	
20
22	165	89	109	10	192	87	134	181	118	30	136	93	142	82	97	90	52	45	99
54	72	191	71	91	126	112	71	176	80	24	15	77	147	139	161	171	11	130	184
66	74	153	34	42	132	190	97	167	104	76	90	69	78	57	131	164	99	14	17
166	148	22	41	130	110	14	79	188	45	18	104	112	160	187	184	33	108	162	119
34	197	199	52	154	85	28	101	122	102	164	134	163	113	29	33	80	104	88	135
145	52	6	35	87	53	159	93	109	160	69	154	72	44	26	113	175	77	135	83
169	35	132	111	12	38	131	47	10	153	66	145	176	169	184	187	35	8	11	167
180	90	117	180	54	98	2	54	123	72	183	167	22	183	160	85	192	114	48	88
178	24	153	33	21	86	79	196	152	99	125	70	107	187	38	17	123	35	28	12
128	21	34	100	42	117	172	60	56	109	135	128	112	66	6	30	139	76	60	89
113	149	185	174	98	146	101	3	18	154	94	105	142	147	145	151	142	133	23	81
13	139	62	124	109	153	196	113	84	33	104	48	48	42	104	128	113	198	68	49
166	172	80	140	66	131	61	120	52	11	200	9	18	21	85	15	87	45	104	20
143	6	124	169	147	16	145	117	161	144	6	101	57	153	27	189	183	153	68	131
79	188	67	52	181	10	58	33	53	73	167	150	38	28	108	160	158	14	173	12
74	151	162	135	159	177	57	46	43	102	189	105	148	180	164	98	27	139	67	34
140	142	164	31	156	109	95	126	67	95	115	30	177	58	189	30	37	183	167	57
42	107	150	50	174	139	93	182	118	42	24	118	130	102	104	40	123	30	152	83
172	198	196	106	125	180	124	165	54	88	172	111	171	26	59	158	160	16	118	130
19	119	20	27	100	100	194	151	105	42	37	155	3	6	186	62	146	7	50	18
61	65	67	88	16	93	177	98	3	63	113	157	42	173	79	138	90	35	6	184
23	3	143	101	4	16	81	46	69	174	101	100	160	187	35	114	140	22	27	135
70	76	167	176	136	174	91	40	185	48	192	65	117	54	72	185	131	69	77	66
67	23	91	126	132	151	84	116	106	98	166	18	134	60	197	124	151	45	141	38
51	21	105	200	66	59	70	92	144	189	47	158	125	137	158	197	47	97	183	42
50	17	132	116	131	38	162	85	2	46	56	106	84	21	180	115	37	185	70	64
151	175	16	75	25	168	119	113	108	58	101	108	84	152	65	38	40	75	73	100
186	11	54	179	36	65	125	109	71	18	109	199	141	193	17	113	32	58	165	183
130	123	104	176	126	174	90	128	12	29	71	7	80	38	131	175	50	180	103	45
70	19	164	88	66	144	141	14	160	12	39	67	55	20	11	39	93	92	2	62
5	3	6	7	1	4	8	2	10	9	18	14	12	19	15	20	11	13	16	17
5	1	7	3	4	6	2	8	10	9	19	15	20	13	11	16	17	12	14	18
1	6	4	8	5	7	3	10	2	9	11	12	13	19	20	15	16	17	18	14
7	3	10	4	1	2	5	8	6	9	13	20	17	14	12	18	15	19	11	16
4	10	2	6	7	9	5	1	8	3	15	11	13	20	18	14	12	17	16	19
6	1	2	7	9	8	3	5	10	4	15	12	17	19	20	14	11	16	18	13
7	8	9	5	4	3	10	1	6	2	18	14	12	13	16	15	17	20	11	19
7	3	10	1	2	4	8	6	9	5	13	12	20	15	14	19	17	11	16	18
8	5	7	10	2	9	1	4	6	3	12	11	14	17	19	13	18	20	16	15
5	4	7	9	10	1	8	2	6	3	11	15	16	14	20	17	12	18	13	19
4	9	2	6	5	10	1	7	3	8	17	20	16	11	19	12	13	14	18	15
2	6	1	10	7	9	4	5	8	3	13	17	16	15	11	20	12	14	18	19
5	8	4	7	2	3	10	1	6	9	18	12	20	16	13	15	11	14	17	19
9	7	10	5	1	3	6	2	8	4	20	16	15	13	12	14	11	19	17	18
4	8	7	9	2	5	1	6	3	10	18	19	17	15	16	12	11	13	14	20
7	6	1	9	3	10	8	5	2	4	19	18	13	20	12	16	15	14	17	11
7	1	3	8	2	5	6	4	10	9	12	14	16	19	18	13	11	17	20	15
2	6	5	7	1	8	4	3	10	9	16	20	19	15	14	18	12	11	17	13
2	3	9	4	10	6	1	5	8	7	12	11	15	14	19	16	20	17	13	18
2	9	7	8	3	4	1	10	5	6	11	16	19	17	13	15	20	18	12	14
4	1	7	5	6	9	8	10	2	3	20	17	19	18	12	16	14	15	11	13
9	2	5	6	4	8	10	3	7	1	14	11	19	17	12	15	16	18	13	20
9	6	8	3	10	7	2	5	4	1	15	19	13	20	16	12	17	18	11	14
8	5	9	6	3	1	10	2	4	7	15	17	20	12	19	18	14	11	16	13
5	9	8	7	6	3	10	1	2	4	16	20	14	19	17	11	18	12	13	15
8	7	4	3	1	2	9	5	10	6	12	13	19	20	15	18	14	16	11	17
2	8	9	3	5	10	6	1	4	7	14	20	11	16	13	12	15	17	19	18
9	3	2	6	8	7	1	5	4	10	18	13	20	16	19	17	12	14	15	11
9	4	7	5	8	6	3	1	2	10	20	15	11	17	13	19	12	14	16	18
1	9	6	7	2	4	3	10	8	5	15	17	18	11	20	16	19	12	13	14
