30	
20
24	159	136	160	34	110	192	185	168	135	44	177	192	84	37	131	43	71	19	133
93	37	78	146	108	7	9	89	9	78	181	177	40	149	173	48	150	15	167	166
101	135	100	103	192	159	86	37	178	76	67	193	199	49	88	198	55	52	95	41
69	200	136	98	141	20	164	131	122	104	151	135	58	199	54	32	59	137	149	126
182	105	8	129	188	14	99	1	136	46	70	158	21	6	160	98	93	134	24	118
174	196	116	38	94	55	55	49	96	185	197	125	125	58	87	133	150	131	107	143
21	137	164	193	124	12	124	9	167	165	3	99	72	28	32	143	184	63	145	188
50	105	80	54	139	171	133	16	63	14	97	138	131	160	167	126	135	47	141	2
119	32	127	110	33	50	77	31	42	144	126	195	10	136	66	24	192	169	50	57
94	22	189	56	122	146	88	125	132	158	180	185	53	172	27	67	22	119	46	59
59	196	97	122	66	164	66	94	184	63	67	35	80	165	142	38	196	13	185	30
62	161	164	163	181	72	194	66	152	195	151	128	136	165	137	112	194	155	174	16
163	26	44	85	137	144	139	182	167	2	10	92	118	166	4	112	159	86	85	72
121	10	98	15	32	158	2	60	118	159	161	41	26	15	168	102	50	42	4	109
131	180	58	102	168	109	132	112	1	160	48	76	18	151	25	85	191	170	113	36
126	177	49	126	124	133	55	155	170	62	17	197	118	175	103	107	124	113	149	151
181	50	116	22	110	122	49	27	58	50	163	46	111	93	182	182	143	120	23	91
98	180	194	38	154	77	65	83	67	87	74	32	176	75	92	25	112	40	107	166
50	164	38	78	114	82	32	83	192	57	83	148	190	47	38	175	172	115	17	16
172	49	21	98	193	33	23	12	124	8	29	72	138	195	131	82	39	127	111	190
167	122	90	33	49	49	130	93	43	70	161	83	91	19	52	151	31	72	33	43
194	33	75	191	165	163	30	88	170	159	191	137	76	129	21	184	23	189	127	182
18	134	64	142	123	96	78	62	111	25	152	200	142	190	185	123	174	77	25	75
120	172	26	53	182	66	175	126	129	182	97	178	165	101	194	132	7	102	151	52
49	26	98	125	26	108	15	189	137	184	158	158	197	113	179	17	167	86	174	131
5	139	159	47	105	99	89	171	85	9	51	34	150	108	156	77	94	176	69	3
125	67	57	58	106	26	93	118	83	9	136	155	97	158	197	154	178	105	70	127
148	191	68	47	183	43	39	121	5	147	28	150	100	48	131	20	188	147	182	34
11	91	119	154	64	143	110	127	6	30	57	134	141	148	4	185	199	64	101	41
14	145	126	151	8	40	144	29	176	127	112	51	159	157	196	77	56	200	42	151
9	2	3	6	1	8	5	7	4	10	19	13	14	15	11	12	16	18	17	20
4	2	3	7	6	10	9	1	8	5	12	14	15	20	11	17	19	18	13	16
6	5	3	10	4	1	8	2	9	7	11	15	16	14	20	13	19	17	12	18
1	9	3	6	10	7	2	5	8	4	20	17	11	12	13	16	15	14	18	19
2	1	5	10	6	9	4	3	8	7	20	18	16	12	14	19	11	17	13	15
2	5	4	9	8	10	7	3	1	6	12	20	14	13	11	15	19	17	18	16
4	2	1	7	8	3	9	5	10	6	13	15	16	18	12	11	14	17	19	20
6	4	1	2	3	9	10	7	5	8	19	13	14	20	15	12	18	11	17	16
3	10	4	6	7	8	9	1	2	5	17	16	11	19	15	12	13	14	20	18
5	4	2	8	7	9	3	6	10	1	14	18	16	20	19	11	13	12	15	17
4	6	8	10	3	2	9	7	1	5	16	13	12	19	14	20	18	15	11	17
1	10	8	9	6	7	5	2	4	3	11	18	16	17	20	13	15	14	12	19
1	9	8	10	5	4	6	3	2	7	16	14	11	20	17	18	12	13	15	19
10	4	5	8	7	1	3	6	2	9	19	12	14	15	20	16	11	18	17	13
3	8	10	4	5	2	1	7	6	9	17	19	12	16	14	13	15	20	11	18
10	4	6	5	1	2	3	7	9	8	17	11	20	16	13	12	15	14	18	19
2	1	7	6	9	4	10	3	5	8	15	20	17	18	16	11	12	19	13	14
9	4	1	10	6	7	8	2	3	5	14	17	18	16	12	20	19	13	15	11
3	6	7	4	9	1	2	10	8	5	18	14	11	16	20	15	17	19	12	13
9	4	7	10	1	5	2	3	6	8	14	17	20	16	19	11	18	13	12	15
8	6	7	3	5	9	1	4	10	2	11	15	18	19	13	16	14	20	17	12
4	1	2	3	8	9	5	10	7	6	17	19	16	14	11	20	12	18	15	13
6	4	2	9	7	1	3	5	8	10	18	16	17	14	13	19	12	20	11	15
10	9	8	4	1	3	7	2	5	6	16	15	18	12	11	17	20	19	14	13
5	2	9	1	7	3	6	4	8	10	19	14	17	16	11	12	18	20	15	13
10	3	5	2	6	9	8	4	1	7	11	14	16	18	17	13	15	20	12	19
5	8	3	6	1	4	7	10	9	2	17	12	11	15	13	18	16	20	14	19
1	2	6	4	10	9	7	8	3	5	19	16	15	14	11	12	20	17	18	13
2	3	7	1	9	6	8	5	4	10	13	19	17	18	14	12	11	15	20	16
6	7	3	10	4	9	5	1	8	2	14	16	12	18	11	17	19	20	13	15
