700
40
34	82	16	80	37	38	10	83	54	5	33	26	60	88	84	79	58	31	59	52	55	55	92	66	53	29	92	60	96	95	47	57	21	3	8	43	68	78	97	44	
80	86	96	96	78	35	95	47	96	11	19	43	22	96	71	78	54	54	50	6	6	11	16	56	82	71	43	96	29	38	64	36	35	14	93	48	17	30	93	81	
35	15	13	70	15	90	20	62	66	73	2	40	35	17	5	84	23	7	40	22	61	20	71	50	22	88	72	22	10	32	15	53	62	69	9	69	47	88	35	4	
48	75	24	31	62	95	64	78	63	94	68	58	96	75	5	13	8	35	85	64	30	97	72	15	78	70	29	33	20	90	44	18	24	67	93	54	7	26	21	57	
38	91	51	2	58	98	81	82	23	95	86	30	90	77	55	3	1	85	46	11	26	37	1	57	81	77	92	93	24	80	76	24	93	25	61	8	56	32	39	52	
64	33	30	82	43	15	32	35	58	52	83	13	44	18	81	4	73	55	98	42	12	28	12	62	92	92	25	87	90	59	48	45	90	33	73	92	77	53	42	12	
95	78	19	5	44	66	93	72	17	68	96	97	5	32	81	40	12	62	16	13	49	14	1	18	24	97	74	37	25	29	8	19	71	41	77	11	84	61	69	13	
91	8	69	69	77	51	19	9	40	71	65	11	11	70	17	61	53	53	92	4	54	71	23	23	57	89	39	13	12	26	67	7	41	81	2	70	43	41	34	1	
82	29	50	68	41	52	45	98	29	43	90	86	72	10	61	72	39	41	34	51	63	32	72	67	75	20	82	25	53	49	11	32	57	14	4	28	97	27	59	84	
67	34	29	86	26	66	71	2	17	86	45	23	64	93	97	41	65	73	98	64	1	23	13	3	95	74	8	90	24	5	57	8	47	9	74	14	3	57	78	25	
7	83	5	83	28	69	79	10	49	13	42	26	16	1	78	93	45	31	97	18	55	46	68	90	13	75	91	86	26	95	84	40	35	62	98	46	60	66	84	84	
27	29	4	56	67	19	24	69	66	72	58	25	15	53	44	84	71	59	48	30	61	91	69	29	45	22	63	81	52	36	5	11	63	32	76	11	64	8	40	78	
33	58	27	87	13	73	65	78	95	6	14	76	11	47	87	55	93	34	86	20	86	72	57	68	86	55	55	50	55	94	95	49	34	21	93	38	53	3	38	91	
21	83	58	67	18	60	71	65	50	37	10	46	32	18	86	66	90	48	37	45	26	99	37	96	71	59	98	67	24	77	95	76	46	77	55	51	62	28	28	88	
2	43	23	6	51	60	64	49	32	85	21	73	3	41	83	15	63	45	34	23	6	84	96	18	36	95	77	85	65	37	43	38	44	34	69	2	91	30	89	94	
31	57	4	20	50	30	36	83	39	19	43	13	67	53	29	35	19	65	1	33	86	73	78	8	92	59	43	91	91	6	84	11	73	77	89	77	73	74	67	64	
44	91	22	99	65	57	4	77	86	35	2	67	25	17	71	75	72	42	91	95	77	10	2	41	9	79	79	48	14	77	29	1	37	47	17	6	46	18	60	30	
94	72	59	68	17	43	38	3	25	74	11	89	66	10	18	60	48	16	77	41	55	36	50	20	91	37	27	11	47	2	65	8	64	66	53	23	40	24	68	32	
5	17	51	6	62	19	38	76	71	60	90	72	17	44	35	32	93	82	2	51	90	17	11	62	79	26	65	28	10	23	30	90	82	5	14	35	60	96	91	29	
19	7	26	67	61	90	63	30	44	77	42	23	91	23	16	73	87	79	79	85	80	4	68	87	39	39	49	28	43	46	37	93	94	70	91	57	85	59	93	89	
59	84	3	79	53	20	25	58	3	76	78	8	46	21	3	15	73	93	63	91	84	17	57	75	70	84	98	82	29	30	60	67	68	38	86	32	66	54	12	63	
