100
5
73	34	8	62	10	
84	46	37	86	60	
57	97	38	46	34	
52	88	30	3	96	
66	52	20	22	79	
67	49	68	33	62	
33	88	4	90	6	
62	15	78	94	15	
65	55	41	98	94	
7	6	2	9	39	
6	77	62	84	85	
31	49	38	69	17	
42	46	95	26	55	
82	14	82	22	59	
48	35	96	49	48	
45	40	56	90	11	
79	1	61	81	63	
86	70	34	12	98	
10	46	1	54	33	
47	28	9	53	49	
67	73	57	18	41	
86	24	80	56	82	
64	44	58	43	12	
38	55	7	50	61	
13	94	56	82	94	
69	52	31	18	80	
4	40	92	89	84	
21	76	84	49	18	
25	92	25	20	68	
74	22	20	76	6	
11	46	65	90	98	
85	19	36	64	47	
50	18	67	89	6	
21	50	96	16	55	
93	31	35	3	73	
98	41	59	12	70	
91	51	76	45	56	
26	73	66	67	46	
4	22	83	97	50	
28	21	37	80	90	
61	79	33	97	89	
8	93	2	92	88	
55	98	95	56	50	
68	89	20	50	99	
30	44	84	95	41	
26	64	43	25	36	
81	93	4	52	16	
95	66	44	21	84	
49	14	74	47	98	
6	10	92	4	44	
82	36	55	67	42	
71	36	98	62	43	
61	69	8	63	62	
84	79	30	25	49	
29	90	18	3	22	
44	51	28	55	16	
83	81	54	87	14	
12	16	68	84	55	
54	28	42	28	45	
19	26	28	73	20	
52	97	12	8	35	
59	33	57	38	89	
74	77	81	80	7	
42	68	19	53	64	
60	28	16	70	36	
43	46	88	9	5	
80	16	75	87	63	
34	96	11	33	8	
74	59	57	11	76	
46	56	99	65	95	
40	4	4	92	40	
27	52	51	34	51	
79	89	26	64	98	
1	84	6	96	77	
98	42	16	67	92	
44	37	71	54	35	
8	90	52	26	3	
55	51	96	32	56	
55	84	89	10	1	
27	16	79	91	17	
69	39	91	90	70	
79	16	57	31	45	
97	37	2	7	87	
39	19	33	6	37	
54	15	42	77	70	
75	68	1	91	84	
88	7	40	42	69	
87	58	76	5	7	
97	47	85	46	5	
4	27	99	54	97	
79	82	65	56	47	
59	72	98	1	12	
7	1	78	24	54	
89	7	61	62	84	
61	22	83	47	49	
42	40	30	63	89	
79	59	14	39	86	
85	16	62	63	37	
66	7	41	95	52	
99	72	91	45	85	
