700
60
13	77	14	38	37	44	76	13	65	41	31	61	72	88	1	64	71	29	68	93	65	37	60	17	80	23	82	94	91	86	95	13	60	89	5	56	73	63	9	36	47	69	44	10	12	86	8	77	18	80	42	14	23	76	25	94	47	64	90	23	
91	80	80	45	90	60	98	40	18	47	8	99	64	12	19	46	81	13	29	45	30	98	32	17	1	35	96	58	86	10	86	12	13	49	79	66	77	40	88	54	45	57	14	92	89	20	60	86	99	48	11	74	69	77	42	6	48	53	10	66	
38	31	57	89	25	27	4	31	20	15	37	88	30	60	7	96	73	32	89	16	38	31	83	14	24	42	37	4	18	77	39	75	13	79	6	51	48	6	58	35	43	1	66	51	50	34	3	89	40	66	39	92	18	60	69	58	8	51	51	52	
62	62	95	36	1	90	48	64	56	38	32	22	1	47	66	68	85	62	61	44	94	25	58	43	13	87	79	50	61	97	77	17	38	71	32	92	69	83	13	67	72	31	6	80	71	40	87	90	18	36	76	28	15	93	9	64	48	28	13	74	
53	5	76	80	99	75	38	86	59	60	45	66	73	51	49	44	60	91	47	86	28	54	84	7	59	39	65	26	98	50	58	63	75	31	70	46	8	51	44	55	92	4	3	39	85	24	20	91	1	53	25	46	1	26	59	39	57	13	20	64	
94	83	93	91	50	63	47	41	20	87	20	29	62	81	58	36	87	29	65	47	50	5	66	76	21	65	14	77	21	47	75	88	15	13	86	82	24	28	58	7	98	76	71	36	43	42	96	73	11	9	22	81	94	61	79	11	76	95	3	73	
34	59	51	77	89	82	91	4	70	78	19	11	6	21	47	97	82	20	20	42	37	59	16	8	45	68	37	96	56	47	15	71	59	47	78	80	4	92	55	66	89	4	10	38	8	31	32	32	7	30	41	99	99	36	60	86	42	8	74	6	
49	59	81	12	36	93	4	16	90	5	11	29	8	26	72	93	68	23	51	52	19	69	88	76	84	52	60	24	49	90	93	29	48	78	73	29	79	62	88	74	35	34	81	94	79	96	17	3	56	23	70	66	95	20	6	71	28	78	8	70	
58	63	58	78	46	58	97	55	82	1	6	16	76	56	79	12	83	6	14	14	41	63	90	77	93	45	49	56	17	45	85	23	86	4	98	83	37	60	4	17	12	40	45	69	2	4	7	74	26	70	98	91	92	85	56	84	44	91	88	70	
92	38	62	22	80	23	7	96	20	56	76	35	14	91	9	37	54	68	52	22	42	45	71	25	83	39	47	82	55	88	9	26	47	2	98	54	11	64	39	91	90	22	44	26	9	53	14	89	24	96	95	38	88	14	96	19	86	79	83	60	
13	49	9	2	22	38	45	52	74	5	18	58	49	44	69	2	96	2	90	67	55	96	6	52	53	94	3	3	78	71	27	3	78	67	2	50	12	7	38	92	95	55	27	11	96	15	56	71	52	99	83	83	43	31	41	41	48	40	80	24	
36	87	73	89	88	22	14	93	62	27	4	99	27	56	16	82	37	37	50	36	25	91	52	18	35	22	46	23	14	31	86	50	38	8	61	97	60	73	86	24	73	74	60	40	45	83	97	27	72	18	31	94	45	4	70	24	30	48	58	65	
14	86	41	70	63	19	68	95	82	64	73	3	91	81	13	27	54	45	49	16	11	74	20	40	16	46	23	25	76	49	2	78	42	55	29	93	93	18	9	51	24	22	45	62	20	40	53	20	85	81	13	45	58	32	78	61	18	12	13	12	
76	19	89	18	18	19	97	48	14	8	39	25	29	55	84	8	9	98	67	22	94	66	93	29	25	22	6	42	9	76	53	48	83	10	26	85	84	92	60	84	7	99	51	74	19	55	87	10	63	66	26	83	66	7	60	1	20	85	40	62	
24	97	75	68	2	34	1	30	17	25	92	71	60	13	78	50	90	98	67	14	38	6	91	97	11	41	46	17	56	70	57	96	73	17	22	75	88	60	96	41	12	95	36	1	60	73	93	1	18	41	48	34	41	40	14	6	65	42	50	51	
47	32	76	15	45	58	49	44	50	14	83	57	94	18	94	80	98	17	8	67	51	24	68	52	30	49	32	92	93	13	33	99	8	34	51	81	1	29	30	18	47	79	19	61	18	38	36	42	64	86	70	89	19	70	82	25	16	73	76	87	
84	93	21	79	55	48	76	58	83	18	48	12	90	1	53	82	59	36	94	38	51	31	70	99	23	85	58	77	59	6	62	67	55	52	3	25	8	53	86	99	9	97	5	11	41	75	22	92	24	23	66	38	53	9	36	27	45	59	77	3	
75	3	98	53	49	93	32	92	85	36	53	58	70	24	12	70	15	62	52	12	43	44	12	34	65	86	36	94	42	63	34	68	27	75	79	12	36	54	28	60	10	92	89	80	38	34	98	16	76	77	58	3	74	76	57	39	85	38	74	22	
46	51	39	9	31	91	90	54	12	2	72	26	3	25	46	8	59	49	6	43	43	93	46	76	3	30	89	83	12	44	98	24	68	59	15	31	55	80	6	38	98	38	10	5	90	43	12	76	57	73	89	19	84	41	8	86	39	48	63	22	
45	95	91	9	94	11	1	11	20	26	87	65	47	97	51	35	98	66	17	21	31	91	19	80	19	11	26	33	22	7	94	26	87	87	78	83	88	6	48	94	96	71	89	83	33	48	71	76	54	20	28	66	57	74	78	33	21	48	73	62	
15	15	65	88	42	27	20	48	88	30	23	1	7	18	50	86	59	89	8	6	87	38	54	38	88	74	66	54	11	58	10	64	9	14	21	25	15	25	20	97	13	53	5	15	25	23	2	12	53	55	62	22	29	63	40	54	55	25	93	91	
66	4	84	74	21	78	69	66	12	4	17	24	52	27	87	96	76	4	63	43	72	11	2	44	11	43	71	28	63	45	87	64	13	5	37	74	95	15	84	69	40	90	91	13	76	84	80	72	40	35	42	10	98	54	56	11	67	37	72	67	
94	35	87	58	28	39	94	91	3	63	5	7	11	23	62	45	32	42	5	40	43	47	36	85	39	17	20	83	34	9	6	78	9	77	47	33	42	42	74	97	40	97	30	74	36	44	87	99	42	2	95	70	66	31	31	90	31	63	52	40	
47	33	75	60	41	39	36	18	36	9	82	9	30	22	28	86	26	6	65	48	4	43	6	99	43	34	4	89	36	91	74	82	47	88	22	8	5	68	36	12	43	90	14	88	24	75	25	79	97	67	29	57	93	34	97	39	55	61	18	92	
