150
30
6175	5719	4950	5898	6135	6223	5617	4899	6122	4799	4756	5222	6300	5078	5961	5921	6349	6421	4777	6128	5295	5319	4991	5240	5140	6376	5867	6038	4764	5305	5199	5000	4831	6300	5385	5180	5488	5279	6418	4974	5401	6019	5821	4704	5484	5401	5372	5905	6158	6327	6194	4927	6208	4836	6117	5451	6127	5321	6219	5557	6199	5648	5747	5518	5029	5168	6383	6045	4702	6494	6016	6560	4848	4922	5783	6048	5862	4878	5845	5765	6352	5645	5244	6015	4763	6087	4729	4729	6200	5335	6336	6005	5925	5045	5801	5994	5897	6164	6283	6512	4886	4861	5405	5948	6324	5885	5652	5638	6002	6422	4833	4733	4723	5300	6318	5783	5191	6541	4827	5008	5417	5533	5310	5423	5160	6542	5351	5203	4833	6358	5209	6034	4952	5018	5020	6025	5268	5574	5416	5984	5084	4772	5800	5820	4840	5073	6213	5810	5772	5808	
74	47	31	99	50	25	74	38	20	73	79	4	81	9	84	70	20	14	73	53	96	44	52	57	43	94	36	74	67	68	
23	9	97	74	34	80	8	51	55	65	40	81	5	33	69	71	11	75	11	83	73	4	61	54	41	3	100	38	43	48	
18	63	39	19	46	81	76	82	84	48	86	8	71	78	45	65	36	47	73	83	34	36	73	94	34	52	4	1	32	62	
56	99	6	22	78	90	18	89	58	42	60	58	63	82	61	47	98	33	36	32	34	43	28	99	8	39	75	72	8	25	
5	29	82	9	35	7	52	11	44	85	100	3	24	61	75	73	44	85	33	22	76	10	100	31	65	69	33	54	51	91	
15	28	67	18	3	14	69	74	14	96	84	20	44	4	72	78	8	47	34	1	91	68	25	54	25	52	49	1	25	56	
38	23	85	38	49	20	66	100	29	65	67	88	36	9	49	90	9	66	44	47	27	20	81	57	7	27	7	34	16	19	
80	65	19	21	71	60	64	44	94	6	94	11	56	54	26	29	98	6	46	24	57	91	5	81	84	30	4	80	91	35	
36	7	15	2	84	76	21	78	10	8	75	22	100	33	72	89	17	25	93	98	4	88	21	75	30	36	50	77	58	52	
65	38	12	15	66	89	32	21	80	48	66	49	72	88	42	42	53	14	2	4	56	13	11	35	1	69	47	52	100	40	
67	75	64	51	79	59	91	49	71	26	87	6	94	14	14	99	72	35	81	78	8	35	29	3	100	78	59	21	87	11	
26	12	87	65	67	12	4	15	68	8	13	100	77	63	39	67	4	97	100	2	82	54	95	54	74	16	17	73	54	58	
60	5	89	39	31	30	100	82	90	25	94	93	83	92	81	8	29	84	13	81	95	19	29	44	54	61	75	8	12	12	
