250
10
11008	11323	8216	8863	8523	10868	12192	13151	10039	11498	9550	13119	10015	7122	12767	7385	12467	7266	6789	8118	7985	14441	13110	7507	10940	10294	8152	13406	8198	12586	14194	7931	12198	14341	11787	8539	10482	13321	11632	10344	8487	10297	9891	8966	9014	6587	10905	12950	10675	9615	11090	12085	6934	9856	13463	12057	8816	12950	10008	10924	13673	7397	13190	8116	10198	10884	6683	12270	9214	8505	11141	8290	12737	8842	12667	11843	9542	11455	9042	9781	8478	13001	12191	13415	12145	7435	13164	11293	9311	8809	12692	12869	11115	8667	9074	13138	8018	11071	10918	10406	10770	13835	9927	13889	8926	11850	8895	11391	14102	13503	12463	11475	9689	7858	8667	7950	9738	11820	10745	8722	13184	12527	9505	12397	12713	9222	12376	7531	14221	13295	7579	8230	8983	9333	9791	7511	8486	8370	13904	8233	9029	10556	9301	9047	7879	12389	11559	14362	13106	13954	7325	12913	7001	7286	10160	13651	6592	7936	8576	8533	11335	12126	8016	10159	9161	8713	7224	14077	8659	11265	12047	13977	11881	14382	10025	10416	10068	9377	12779	10970	7627	6881	6618	13799	10527	7989	9191	8059	12100	9728	13387	10799	11131	14104	12346	11852	12294	11988	9212	8279	8292	9829	11989	11722	8252	11205	7951	8817	13037	9372	8804	6820	13851	9433	7029	14272	13537	13862	9649	13832	8722	9769	9575	10092	7242	14044	9459	8100	7156	13374	9532	9359	7834	9274	7214	11348	7062	9092	10833	14392	11218	11202	8577	10094	8520	10951	9558	14384	7410	8461	
91	47	45	83	75	29	44	2	73	53	
75	55	6	54	51	47	16	97	44	55	
75	89	97	36	38	17	72	70	38	78	
23	48	27	77	29	65	22	3	46	81	
11	34	47	51	13	16	65	59	15	5	
62	88	24	92	88	4	96	38	90	64	
48	81	2	53	56	2	28	16	88	66	
70	43	41	64	97	16	69	28	50	42	
21	90	5	8	35	19	64	46	49	42	
46	2	25	40	79	23	3	83	33	28	
26	24	33	19	5	91	56	42	14	28	
85	19	30	79	80	91	73	26	100	64	
88	14	64	32	94	19	59	24	88	57	
17	8	61	36	14	28	92	90	87	83	
9	55	54	49	36	70	78	27	70	23	
24	46	46	69	97	66	1	83	56	63	
27	38	37	78	87	10	45	81	33	63	
86	56	34	51	50	35	26	41	72	18	
31	68	26	72	6	46	34	78	10	99	
91	83	29	16	33	74	69	8	20	75	
8	39	82	46	90	57	72	14	83	46	
17	83	33	75	51	9	92	11	96	10	
9	36	93	68	2	58	28	44	41	42	
87	98	38	71	37	99	99	19	29	64	
86	15	53	53	19	6	3	14	75	59	
34	65	4	62	99	42	45	9	26	53	
10	77	55	24	94	42	46	26	2	82	
37	4	10	55	1	73	4	76	45	32	
73	8	36	10	22	51	55	65	56	87	
16	78	50	27	90	21	90	60	36	1	
62	92	19	90	22	49	65	4	76	51	
94	99	47	6	20	78	9	74	13	39	
26	90	68	10	8	59	15	42	84	58	
67	64	60	100	8	16	87	57	34	18	
90	49	30	38	3	24	38	64	34	6	
33	4	43	91	36	56	100	94	10	31	
82	99	34	17	99	54	42	17	66	16	
76	4	71	41	86	63	95	62	74	29	
84	24	84	39	88	39	56	35	12	1	
15	20	33	70	60	28	2	8	69	67	
14	39	45	63	18	46	55	74	20	47	
46	97	67	5	42	61	41	62	49	82	
1	1	27	30	33	84	6	27	12	14	
44	79	80	15	77	12	97	38	89	65	
21	30	4	55	11	29	90	28	73	61	
15	43	95	69	1	73	23	84	62	11	
93	29	30	4	11	11	90	80	46	41	
96	14	87	91	31	57	65	76	21	36	
54	17	40	82	90	29	48	49	88	36	
54	37	28	7	96	32	48	69	84	11	
71	30	42	91	50	36	42	18	98	28	
34	21	46	86	91	74	56	57	40	45	
60	34	38	31	22	8	23	95	26	9	
46	64	52	33	51	54	91	96	87	18	
100	71	36	56	9	99	20	9	29	83	
3	40	16	99	4	78	99	92	96	59	
78	26	40	10	36	29	6	50	32	31	
46	3	79	89	43	55	98	67	58	91	
19	85	25	100	77	78	75	30	4	19	
8	34	31	94	18	37	41	48	46	16	
45	25	33	81	66	69	77	70	61	74	
24	39	3	95	48	82	10	45	7	4	
2	52	63	66	7	60	11	43	58	73	
69	78	43	91	97	23	12	100	70	93	
45	84	14	85	32	96	75	30	28	98	
88	78	78	57	69	41	24	51	35	44	
44	36	29	50	87	68	16	68	86	72	
60	55	88	35	12	76	24	21	64	79	
90	67	39	96	38	98	44	84	94	69	
89	67	30	24	42	35	82	19	4	14	
79	78	93	24	28	43	82	72	70	58	
32	52	97	2	15	66	8	44	14	60	
26	93	52	56	16	72	76	27	79	38	
5	28	3	10	24	11	94	99	71	46	
28	43	55	61	99	86	1	59	35	64	
12	72	23	77	90	67	71	69	62	6	
75	41	97	39	89	63	14	62	12	72	
9	89	31	65	66	7	90	23	19	12	
84	27	78	62	85	53	48	70	36	55	
86	44	10	74	93	38	90	34	34	64	
6	7	10	2	77	65	54	80	7	48	
20	25	44	8	62	11	4	31	56	51	
22	21	92	1	72	8	36	82	76	20	
61	43	90	26	69	3	38	36	69	60	
37	18	89	60	21	79	20	40	72	94	
26	7	9	10	82	25	93	40	3	94	
40	22	81	64	78	27	65	21	56	21	
16	16	8	22	45	47	42	15	16	8	
72	5	54	52	50	17	18	54	49	96	
2	57	96	41	87	31	76	85	59	2	
41	15	60	4	96	71	39	77	56	95	
22	13	85	1	17	12	66	88	16	16	
64	26	77	21	76	79	80	88	88	51	
96	5	76	65	22	72	21	4	54	7	
31	95	19	94	86	97	75	29	49	20	
52	27	6	7	2	100	34	40	69	16	
12	54	3	2	13	69	82	55	48	88	
8	56	55	97	95	27	47	85	73	57	
62	63	60	91	87	44	86	69	43	31	
71	36	41	97	90	81	75	78	77	77	
89	14	48	10	38	82	44	27	32	31	
37	65	36	17	32	4	68	68	69	71	
97	59	10	8	63	61	49	43	53	94	
3	54	100	2	58	15	8	33	72	50	
3	81	75	37	75	35	16	47	50	35	
25	12	10	32	18	33	64	5	55	2	
12	68	13	86	83	98	52	86	14	35	
87	89	18	56	81	69	53	20	19	95	
85	30	60	59	18	62	37	48	21	62	
68	88	85	7	17	67	84	72	78	97	
28	74	11	77	28	52	27	73	13	29	
7	7	66	62	14	48	75	60	13	30	
10	43	29	45	75	65	84	76	95	25	
18	90	37	38	70	87	80	43	73	75	
68	67	1	35	33	69	57	75	56	41	
3	97	1	36	60	29	57	51	41	85	
55	80	83	69	54	16	98	28	16	81	
58	12	3	94	83	17	71	14	96	2	
57	18	70	4	59	4	70	12	75	25	
72	52	46	90	21	4	9	100	38	52	
76	93	5	40	73	20	89	84	12	87	
68	54	94	10	86	45	45	88	47	79	
44	97	19	26	95	34	10	25	52	82	
40	47	92	81	22	25	2	7	18	52	
30	5	44	23	2	34	30	54	14	5	
65	30	48	30	82	43	78	15	63	31	
56	56	62	41	93	27	95	48	85	67	
21	28	47	11	26	60	39	10	89	4	
17	47	78	78	43	37	20	29	12	66	
23	83	11	19	72	3	2	87	98	7	
89	66	12	7	30	74	50	84	81	61	
57	7	2	86	24	52	54	85	46	1	
61	44	70	4	29	66	41	37	38	95	
83	9	48	20	58	76	89	91	86	78	
25	8	38	13	10	68	25	92	78	90	
36	63	36	34	11	84	44	97	52	91	
17	60	90	79	69	97	89	7	83	85	
35	87	89	76	42	12	78	17	83	55	
81	22	19	7	90	47	92	77	7	13	
94	47	48	70	37	55	29	17	88	63	
13	5	32	20	10	92	87	34	39	31	
86	10	100	100	86	17	24	21	88	98	
92	14	64	30	36	86	28	88	73	49	
99	97	27	27	44	53	47	84	100	47	
20	88	2	41	40	96	82	64	83	20	
7	30	91	6	68	2	82	49	48	44	
19	19	22	50	19	53	71	23	77	80	
13	57	45	40	83	46	80	35	12	8	
57	34	91	17	18	92	18	64	81	75	
66	4	55	98	16	52	26	14	47	33	
100	12	70	10	31	16	66	37	66	90	
40	100	83	82	14	69	7	80	35	58	
24	57	33	61	38	14	98	21	32	63	
36	48	35	11	20	93	93	24	66	40	
18	89	85	78	43	7	85	59	12	78	
47	64	98	64	83	24	95	43	41	68	
67	84	37	100	20	12	19	29	40	45	
86	96	22	9	24	70	61	79	41	24	
8	95	91	100	84	42	33	14	26	15	
77	87	4	85	83	82	15	51	34	82	
76	39	7	58	37	81	95	92	12	97	
57	66	89	43	10	23	60	14	83	68	
99	10	97	67	63	2	36	54	1	64	
36	54	100	40	97	94	92	84	91	52	
11	82	38	51	70	34	57	32	97	77	
16	36	52	59	47	83	8	97	95	37	
77	90	8	86	8	63	4	88	87	53	
63	43	21	86	22	7	87	83	91	61	
64	9	96	83	95	47	33	99	51	58	
88	18	65	70	37	60	89	95	60	35	
89	72	20	50	50	85	81	29	95	7	
79	87	22	61	72	86	8	9	19	69	
46	99	79	49	4	45	20	94	30	2	
80	46	40	76	30	46	52	83	19	75	
71	22	98	23	32	62	75	39	40	30	
26	35	94	64	63	43	56	58	61	48	
12	26	61	45	49	54	18	93	25	9	
72	65	11	48	30	22	45	16	19	47	
12	51	31	29	42	19	68	79	3	55	
72	19	10	85	82	71	97	43	66	43	
11	20	10	87	31	5	66	77	11	7	
100	32	13	60	73	72	81	59	56	1	
46	81	74	44	96	75	9	77	33	35	
16	35	2	98	36	89	68	16	6	19	
74	92	98	28	6	98	45	74	47	6	
19	15	8	86	93	99	36	66	85	29	
79	72	64	99	31	54	84	86	80	4	
54	19	74	6	76	84	20	60	99	33	
24	8	86	93	30	18	65	99	94	9	
40	7	27	47	68	54	77	24	24	56	
45	96	27	85	45	61	77	63	57	89	
47	39	37	39	14	69	76	28	34	97	
27	26	85	8	37	6	42	7	66	70	
55	40	59	17	46	67	17	44	30	40	
89	81	55	67	60	100	98	42	29	70	
51	87	86	20	14	39	42	46	56	55	
68	81	13	46	42	96	40	52	16	21	
46	9	58	84	50	84	11	19	61	75	
92	98	74	2	21	69	6	24	44	15	
42	83	99	73	62	43	31	64	49	66	
63	33	18	72	76	97	14	44	53	49	
