350
50
6993	8035	8997	6618	9567	8503	8873	8114	9434	10266	6561	9329	6606	6584	7188	7220	9784	7517	7873	7918	7592	7803	9347	9655	8187	9059	7610	9037	6759	9997	6373	8557	8426	6694	9899	8313	9186	8995	6227	7046	6981	6264	9214	9846	9192	9720	7137	8084	8000	8063	7475	9009	6979	6732	7114	8690	6704	10107	9831	8346	10137	8157	8602	6733	6932	9600	7363	9101	7674	8537	10030	7981	7108	6711	8291	7098	6939	9160	8914	8773	8034	6559	6815	9420	10228	7852	8302	7684	9636	7071	8676	6165	9090	7503	10122	9240	9004	9696	6667	8171	8678	6369	7760	7358	7920	7778	8766	6963	8197	7112	6625	10103	9356	10101	7997	8887	7284	7614	6969	7212	7036	9245	9024	7893	9558	6426	6481	7689	9138	9746	8792	7857	6925	6418	6214	7840	9896	9291	9260	8198	6232	8416	7531	8851	7648	6853	8824	6183	7923	7151	8273	9971	7755	9043	9400	7698	6510	10055	6385	10179	6256	10010	6311	9530	8758	9081	6862	10100	7673	6520	10257	6542	7982	8224	7406	10067	7126	7117	6906	7330	8895	8176	7941	8451	6593	6644	10191	9052	8582	9722	7051	8450	7816	8246	8034	9491	7494	7117	9953	8715	6481	6609	9992	7042	9407	8423	6965	6550	8220	6373	7878	9176	6241	8873	8694	9582	8939	9995	9538	8306	9330	7605	6532	6622	9275	7922	10256	7187	8061	6184	6304	8593	9813	8036	8565	7618	7820	9427	7758	7586	7576	9918	8964	7605	7620	7999	7926	10092	10233	10162	7442	7006	7766	8512	7822	8882	6411	10004	9080	9315	6472	8413	10156	8547	7111	8833	7934	7284	10091	10171	8063	10209	6266	8228	7199	9861	7664	9002	10026	8824	8291	10085	9872	7792	8355	7561	6534	7162	7644	8848	8631	9290	6245	8296	9886	9507	6619	6579	7811	10250	8012	8117	6989	7406	9789	9807	7637	9902	8511	7688	9951	6741	7411	8147	8231	6178	8696	6609	7330	9882	9395	8630	8734	7775	10193	9118	9081	6306	6634	6622	9770	9497	7044	7464	8590	8658	7540	8338	6927	8939	7488	8658	9651	6923	10156	6389	8104	6986	7735	10143	
14	27	82	27	48	85	45	31	47	89	9	100	16	79	23	78	68	56	43	72	8	21	19	41	49	72	76	62	65	80	97	44	4	4	70	7	36	99	50	61	82	37	30	45	69	45	47	16	100	24	
60	93	31	13	56	98	4	95	4	45	62	85	42	80	62	20	63	63	54	52	56	42	88	28	96	80	72	82	2	4	97	88	3	13	93	52	81	60	91	34	86	76	90	33	25	26	78	64	95	2	
34	33	99	88	20	73	54	69	39	94	1	55	15	66	65	39	29	47	28	27	6	8	1	94	43	23	33	59	24	39	70	84	65	20	59	38	66	49	69	80	93	25	55	61	95	96	13	34	31	96	
74	29	78	98	52	43	20	95	50	33	58	64	64	22	91	81	62	58	46	94	27	81	61	61	71	89	57	27	80	9	49	87	43	20	70	52	60	67	29	27	55	78	17	69	21	79	17	74	80	43	
14	12	35	42	82	22	49	81	9	21	72	29	90	96	3	82	75	80	66	11	87	37	21	1	24	1	57	69	5	44	27	11	54	72	19	34	99	72	85	58	37	58	64	10	20	88	69	22	22	58	
32	22	18	80	17	85	82	18	58	59	74	25	68	10	88	5	28	30	66	11	73	17	13	28	3	18	62	18	1	75	70	24	40	50	52	53	9	90	79	96	80	68	1	42	7	11	65	8	27	5	
43	79	99	31	90	37	5	72	98	29	2	2	13	81	93	44	29	89	55	53	86	20	49	63	22	8	98	15	71	40	6	35	98	55	45	50	5	6	56	42	67	53	23	92	77	97	15	57	97	62	
11	87	54	94	62	67	28	24	39	46	23	25	71	98	8	57	89	99	76	67	13	51	65	12	60	57	20	2	47	43	11	85	27	81	20	33	86	52	72	82	72	59	71	52	52	73	56	42	4	83	
7	69	4	71	47	17	53	40	34	92	54	55	32	10	49	2	2	67	58	43	61	62	86	31	98	73	96	40	34	6	59	80	81	74	25	29	26	67	87	6	44	26	19	52	33	26	18	93	1	40	
86	14	62	33	15	69	19	4	74	83	43	85	17	47	67	58	45	100	71	52	95	52	5	27	47	91	91	64	71	72	2	10	48	94	99	53	36	5	84	25	73	86	88	53	38	15	16	11	2	12	
11	48	52	95	10	83	61	31	93	93	39	35	72	50	93	62	55	71	76	97	74	82	5	33	85	23	75	95	59	37	4	45	32	24	81	85	79	45	8	35	32	20	49	56	59	45	38	47	68	21	
