150
30
2099	4956	6852	5008	8461	9668	6080	7052	6421	8487	5862	4998	2624	3907	2366	7597	1212	2397	10237	6503	6396	1055	4551	8939	3682	7199	8921	9861	1656	6999	3209	2394	4428	6328	6201	6598	1294	8719	2028	5879	6612	2416	5181	8506	8394	2930	2739	7165	2892	4327	8127	2821	6255	2023	6921	10113	1798	10122	5757	1083	7165	8012	6736	7026	1175	4564	2024	4784	1700	1028	1869	7419	1761	8416	9225	8846	4009	7512	5389	2232	5060	2635	4129	5671	6929	6097	1340	3074	4814	6755	3373	8401	5161	6270	2969	7592	9317	4253	6796	9584	2746	1965	6826	2654	1462	3476	4179	5600	4827	4843	955	5343	4110	1399	8173	3035	3014	8358	8594	2145	8725	8489	1702	7031	10203	3581	9092	9729	9320	4314	4632	10215	5209	9592	6046	5981	2072	10113	8373	10129	1332	6695	9895	1260	6473	8339	1827	8637	6122	5195	
95	46	86	12	16	29	48	39	6	30	70	63	60	6	10	96	27	57	54	72	78	4	3	54	77	57	98	14	3	34	
38	8	4	55	1	30	85	1	64	11	62	13	89	90	42	96	22	77	99	20	99	80	55	49	93	82	97	48	25	75	
86	29	15	82	29	57	66	41	31	7	91	26	50	60	39	22	4	72	70	85	26	45	84	51	51	5	16	81	85	46	
41	52	95	6	53	25	6	80	17	60	15	85	98	59	36	36	29	43	53	99	65	9	38	18	30	25	55	51	63	39	
72	47	15	28	39	49	60	12	8	19	9	4	3	9	47	62	68	19	38	87	51	29	63	65	97	90	78	45	62	9	
19	22	73	62	87	39	87	30	90	49	39	31	19	89	72	93	96	64	77	1	17	41	19	5	64	93	99	76	89	53	
78	36	66	72	84	16	68	74	62	13	40	63	36	39	43	34	3	90	100	70	77	89	85	44	37	60	15	61	73	55	
45	95	14	30	79	8	87	46	37	71	47	48	54	13	67	27	97	61	89	93	6	61	64	3	33	85	41	14	7	66	
78	68	47	16	90	28	30	23	44	6	44	20	83	76	23	80	36	46	18	92	28	33	59	97	18	78	22	6	25	76	
76	27	10	24	18	66	34	6	86	92	1	62	12	64	69	26	79	75	78	10	64	51	26	81	99	13	1	63	82	100	
