100
10
2
73	11	23	7	83	40	62	55	90	41	
39	37	51	56	35	31	52	62	32	76	
77	29	47	89	37	40	23	17	53	42	
45	94	54	3	51	37	64	23	60	47	
7	18	90	93	6	61	71	5	68	94	
96	59	24	30	18	2	54	26	59	93	
62	62	44	56	91	52	70	40	66	51	
56	65	63	33	94	97	48	36	81	34	
78	38	61	54	24	23	31	36	3	37	
60	72	16	42	4	92	18	55	90	65	
85	40	16	94	75	71	24	45	21	32	
5	93	41	41	22	94	46	78	77	85	
97	68	60	4	93	77	66	99	97	33	
93	62	98	40	93	63	25	58	42	99	
2	82	32	10	69	7	84	50	94	99	
79	56	42	25	83	37	30	87	88	85	
71	94	49	24	4	89	76	17	42	34	
22	52	36	82	83	13	10	37	81	14	
28	82	41	33	32	26	63	18	59	16	
91	40	39	20	62	70	46	41	73	55	
26	20	29	37	70	39	81	68	13	24	
75	58	41	92	11	47	86	89	97	83	
32	3	58	27	78	17	48	36	92	69	
19	92	30	1	59	43	29	95	33	98	
60	63	55	74	73	38	43	6	55	57	
29	73	22	83	90	5	86	58	36	42	
97	30	11	38	79	79	90	21	89	24	
30	61	54	77	93	88	9	95	64	83	
78	41	37	48	20	46	76	78	51	19	
33	60	62	72	35	61	97	78	37	65	
89	19	40	55	1	94	88	7	87	74	
90	33	67	25	78	74	63	83	17	77	
99	96	29	72	24	72	54	54	11	1	
89	56	31	12	87	15	10	25	72	73	
54	96	37	65	76	12	47	99	93	68	
54	9	44	25	85	23	95	23	52	17	
42	67	27	1	18	70	25	84	98	75	
38	88	4	31	40	4	23	17	91	91	
84	76	19	58	73	96	27	73	30	85	
41	19	21	3	88	79	92	51	52	90	
61	34	41	84	25	97	76	38	69	79	
32	64	41	42	57	68	59	12	39	80	
11	48	68	23	46	17	22	56	59	23	
58	77	84	3	16	40	60	39	43	95	
84	18	56	60	67	16	88	8	84	82	
31	30	52	24	33	20	93	8	26	33	
48	2	66	89	75	2	92	86	62	57	
94	53	19	47	61	2	16	47	45	93	
32	42	66	30	57	27	77	24	89	38	
68	82	97	35	39	12	31	88	88	99	
87	11	77	94	6	28	44	47	47	93	
95	6	93	3	53	72	45	6	85	47	
72	19	34	64	28	30	28	91	57	17	
42	3	12	34	52	14	6	85	49	84	
49	96	95	90	31	19	63	62	83	4	
53	47	52	70	71	43	12	84	40	76	
85	61	27	9	29	62	69	61	50	59	
26	93	93	72	13	76	53	65	20	59	
51	76	95	90	33	15	15	93	85	10	
81	35	74	32	58	25	46	26	2	82	
7	60	56	71	88	50	19	17	79	99	
43	76	92	53	7	19	26	98	10	47	
79	70	87	66	62	43	52	72	98	22	
27	6	48	22	85	35	2	42	51	10	
66	95	32	11	32	67	18	33	96	26	
27	42	69	77	30	78	4	80	35	52	
92	61	6	32	6	74	64	18	32	83	
29	40	18	60	87	80	62	34	18	62	
87	27	94	3	99	88	36	31	66	84	
57	70	46	21	96	71	59	72	9	42	
67	69	40	83	86	70	62	26	51	87	
95	74	32	49	85	1	81	67	62	28	
10	44	60	26	24	23	96	70	34	8	
84	13	84	75	94	41	9	14	4	60	
25	26	24	50	56	44	26	72	65	47	
96	71	37	61	64	34	46	25	38	46	
27	94	51	20	13	34	98	80	28	85	
35	56	9	80	85	85	95	71	37	90	
59	15	43	15	41	66	84	92	50	54	
1	7	89	32	74	76	35	74	30	78	
55	5	66	88	56	50	86	58	32	32	
30	86	94	36	37	86	81	27	67	83	
78	66	8	15	90	11	52	96	13	59	
29	19	4	90	71	8	75	49	87	48	
76	30	58	79	84	67	51	33	6	5	
39	54	59	41	19	19	52	74	93	61	
10	15	16	12	94	98	51	11	78	25	
89	83	44	41	23	82	98	4	31	80	
77	74	29	97	61	66	65	58	16	76	
49	66	99	94	52	41	20	19	63	4	
56	8	8	5	26	2	87	11	37	18	
52	46	1	15	5	45	19	83	60	28	
43	85	76	77	70	8	20	90	91	82	
37	69	66	4	28	88	41	44	56	74	
22	2	14	97	11	99	9	95	5	21	
85	97	2	46	43	75	21	27	78	11	
61	8	59	85	59	8	12	93	85	32	
49	8	93	5	78	22	64	35	9	45	
82	10	60	38	85	31	63	71	5	11	
49	44	11	83	53	28	94	96	20	77	
