50
5
2
9	80	28	70	55	
19	54	58	1	39	
86	73	52	23	86	
38	83	11	18	40	
71	15	21	42	92	
82	5	97	96	2	
12	27	49	2	65	
20	20	55	52	91	
37	75	16	49	67	
22	24	4	82	92	
97	73	82	4	55	
85	88	60	67	40	
93	17	5	77	1	
33	24	52	24	81	
69	53	42	68	2	
70	86	61	37	78	
29	10	87	28	25	
48	30	89	65	27	
28	71	76	93	46	
76	5	46	68	61	
91	11	32	18	46	
54	97	18	6	59	
71	10	3	49	16	
36	84	60	67	41	
13	58	34	93	65	
44	47	69	3	75	
27	69	47	10	69	
23	80	95	80	68	
95	49	92	44	68	
15	74	70	26	23	
25	37	71	83	30	
88	94	73	4	29	
46	51	58	50	37	
5	1	17	74	64	
38	9	26	14	44	
74	16	39	8	69	
21	89	60	67	36	
36	2	72	18	9	
21	80	93	60	45	
4	38	27	3	8	
96	94	27	43	50	
78	93	63	31	10	
7	89	59	59	46	
72	95	76	69	83	
80	95	97	13	91	
38	63	85	46	79	
17	17	57	53	39	
98	98	49	27	83	
88	2	60	28	36	
78	19	30	63	28	
