200
20
55	42	66	91	69	6	86	3	71	57	16	60	84	88	54	22	14	77	59	42	
72	40	86	10	45	52	16	95	6	83	63	25	90	30	7	34	69	68	87	82	
1	57	55	15	31	46	76	98	90	86	19	90	98	51	83	94	62	89	50	20	
58	97	49	59	9	71	87	30	97	69	82	65	99	2	81	37	1	28	79	44	
45	38	51	20	32	20	67	12	46	70	65	57	2	90	80	57	23	62	67	13	
6	10	70	84	22	96	18	82	57	94	46	9	11	38	80	95	86	49	40	15	
48	91	28	69	34	99	19	63	39	71	88	29	18	44	10	60	68	76	21	71	
85	7	65	80	18	71	16	95	44	92	64	46	65	73	34	83	75	58	34	60	
58	47	76	40	27	77	13	7	81	2	79	86	90	26	35	87	90	98	47	14	
60	58	56	35	39	66	15	89	66	6	2	70	80	14	37	21	96	67	54	22	
53	59	15	75	98	15	62	94	49	58	50	58	58	3	94	3	57	45	35	43	
67	81	8	55	95	71	62	61	61	22	63	96	18	61	82	50	53	41	60	8	
9	62	81	49	33	36	13	57	53	10	88	61	58	27	44	13	92	97	24	65	
27	2	29	10	55	50	70	86	22	69	51	73	79	2	79	23	47	19	3	97	
5	90	7	28	41	83	11	83	54	46	79	49	66	18	96	28	92	89	98	23	
89	68	62	73	68	44	67	28	38	62	15	12	36	42	49	88	36	96	17	46	
60	47	66	44	25	34	70	9	99	75	21	64	63	10	32	31	75	33	50	29	
10	33	56	74	15	45	13	56	86	11	77	18	83	7	8	97	20	65	12	97	
94	26	23	79	70	62	5	8	97	87	16	3	39	44	93	51	55	8	23	4	
52	74	16	54	93	9	7	68	35	77	41	30	37	88	24	97	57	1	33	5	
27	6	35	41	70	65	49	96	18	65	42	71	18	35	65	50	55	13	50	29	
27	89	34	29	36	34	74	18	91	99	77	62	51	59	62	50	21	13	5	55	
7	78	61	61	83	43	63	42	27	57	10	69	23	69	27	7	42	63	60	97	
61	34	8	59	51	98	33	49	77	58	98	58	71	34	8	40	73	52	58	2	
65	52	38	89	19	39	13	67	54	3	97	62	73	83	97	13	6	51	67	72	
