700
40
13	20	17	99	17	75	51	55	55	78	80	6	50	65	4	24	88	52	52	21	49	99	47	10	81	65	4	7	86	37	72	60	42	25	61	37	79	70	71	90	
7	5	20	87	16	50	60	88	48	61	13	92	84	40	55	92	85	79	48	3	14	7	2	59	95	49	87	6	14	32	68	4	37	73	94	41	27	63	88	27	
78	9	26	88	83	99	63	22	30	36	93	44	65	95	19	63	89	60	70	67	72	9	20	74	82	49	57	23	97	69	38	80	19	93	10	95	12	92	83	37	
52	2	14	82	44	9	82	48	42	34	23	79	82	32	18	53	30	53	52	35	70	63	24	11	16	18	23	92	10	16	40	49	38	3	69	19	80	80	14	10	
71	53	99	96	52	16	69	59	18	62	11	21	12	72	25	98	12	93	63	58	97	50	70	38	28	21	13	94	30	82	98	64	98	8	91	68	60	56	94	83	
35	15	52	74	19	58	84	46	53	43	68	61	70	58	28	54	11	97	84	99	76	17	86	50	46	97	31	37	67	33	30	87	24	6	88	31	11	15	8	75	
90	90	13	71	98	85	79	18	31	30	14	69	30	19	92	24	37	29	88	43	8	9	22	1	76	85	18	73	37	69	68	29	70	74	13	48	31	61	6	22	
80	75	18	81	25	56	93	63	97	17	72	21	92	28	34	26	38	64	28	29	70	80	98	69	46	37	22	50	92	96	2	27	6	47	6	63	25	30	32	66	
54	81	32	2	10	19	43	34	4	12	95	69	13	41	99	79	69	29	32	31	85	85	75	64	4	17	73	83	20	73	14	50	36	55	55	10	24	91	40	67	
23	53	87	14	91	75	34	62	94	10	77	37	85	7	50	37	21	15	6	58	25	54	10	55	72	75	67	66	77	41	31	38	92	70	58	25	61	42	28	43	
78	45	27	14	49	18	64	18	59	28	79	48	82	70	54	38	95	86	36	86	87	41	33	29	65	7	52	12	2	32	74	64	76	11	92	97	7	63	66	48	
70	3	56	60	61	55	44	79	38	43	64	83	47	53	80	93	43	60	4	28	21	69	28	91	49	88	24	24	65	67	24	43	56	40	89	46	57	73	44	78	
34	6	96	62	29	18	20	54	78	88	34	72	52	9	8	8	57	69	7	22	11	39	14	84	71	3	22	3	91	23	78	54	22	44	17	27	80	60	13	6	
78	6	54	90	56	41	97	19	62	50	71	17	2	70	32	27	24	9	83	71	14	34	39	48	38	34	45	72	24	88	35	11	99	84	65	72	19	86	46	50	
28	37	82	27	76	33	83	93	69	34	94	40	98	69	79	19	22	61	44	91	61	91	75	4	51	56	57	52	54	2	62	47	19	44	47	69	48	86	90	79	
18	14	65	41	49	26	20	48	15	19	13	74	69	44	36	89	91	8	8	11	4	73	24	75	3	91	8	53	9	68	88	49	32	40	91	54	91	34	41	37	
59	6	90	2	2	2	37	42	34	85	85	74	32	23	70	21	47	11	50	84	24	1	27	38	22	62	62	2	81	53	91	7	99	31	56	53	88	3	8	9	
41	94	46	14	32	3	5	90	23	36	96	65	38	90	70	51	52	88	53	52	1	79	80	99	81	10	26	4	37	69	94	3	27	95	36	45	26	97	95	12	
1	15	8	92	70	26	94	63	40	83	29	21	58	40	83	75	52	66	57	21	30	5	57	11	60	8	90	31	57	29	74	30	53	98	86	56	18	75	91	22	
50	72	45	66	86	95	40	19	60	32	45	69	29	97	69	89	56	8	33	77	1	47	38	14	57	47	70	45	53	94	68	42	4	35	45	92	47	39	53	31	
55	47	24	9	68	18	19	64	86	33	75	37	55	37	45	51	86	30	40	41	28	20	44	11	69	11	60	51	29	95	89	35	91	57	67	95	62	18	7	32	
71	74	22	9	46	16	21	49	19	23	13	22	67	69	52	85	69	96	13	37	45	24	79	75	20	19	87	79	99	34	50	59	83	83	62	34	26	34	53	37	
36	10	46	60	73	46	42	91	77	46	14	90	37	17	20	14	96	94	36	6	48	83	79	85	47	68	76	3	74	73	93	62	16	81	36	26	27	35	73	29	
18	73	62	96	72	97	68	35	79	54	5	16	49	68	36	16	37	95	34	46	97	51	60	95	42	39	19	80	83	3	24	63	68	47	47	88	44	25	50	42	
25	76	22	46	23	73	80	30	82	89	93	45	27	15	31	25	99	89	66	84	76	2	83	34	56	96	47	42	73	86	50	61	92	48	57	29	64	64	84	75	
61	31	3	24	21	46	52	60	72	47	94	92	14	63	56	49	61	8	27	78	7	7	22	36	45	63	19	89	47	91	34	70	4	62	97	51	65	59	31	32	
48	35	54	53	81	5	60	87	14	23	45	66	19	40	80	32	45	24	53	51	19	87	29	5	91	78	3	43	72	1	41	89	16	84	37	12	42	24	28	98	
98	45	45	17	9	76	5	35	56	38	46	32	7	67	83	37	59	36	34	58	79	52	19	4	65	35	74	9	35	5	6	1	49	32	61	88	4	35	38	49	
45	26	23	45	11	30	27	97	91	48	93	3	53	24	64	65	88	31	36	79	74	10	53	84	51	3	17	84	56	72	89	3	78	11	48	97	12	55	2	84	
26	85	75	27	84	62	43	86	78	28	29	54	53	87	46	9	42	30	24	53	47	73	31	39	27	26	25	92	64	8	63	70	49	77	61	29	90	46	82	97	
31	88	2	61	40	67	72	6	11	48	83	87	83	58	96	28	60	14	94	31	98	34	83	93	2	11	21	48	17	86	77	50	41	80	42	20	78	63	35	74	
98	48	86	29	96	80	86	54	50	21	39	6	26	64	46	65	75	29	15	71	36	27	83	18	8	83	75	48	92	70	51	85	96	76	12	59	47	23	66	26	
71	6	79	7	29	9	50	68	13	35	92	32	43	43	22	91	31	82	66	58	78	67	50	82	50	41	28	10	22	7	63	70	99	33	75	18	70	64	9	52	
9	89	90	7	64	46	77	84	11	70	19	56	13	16	77	74	53	5	92	54	31	80	68	36	11	72	23	20	87	8	48	39	9	10	37	18	51	77	99	30	
50	48	75	47	45	60	92	44	52	90	53	15	16	29	39	90	83	7	62	88	95	1	10	21	11	70	47	34	79	13	2	81	54	26	19	27	5	28	67	44	
47	76	43	55	42	68	94	22	97	22	69	94	85	85	48	60	64	8	27	68	54	59	60	12	29	19	71	90	95	28	89	96	87	2	89	88	2	48	20	41	
36	15	59	4	26	89	32	89	69	10	70	78	6	58	18	16	80	52	91	26	98	53	60	94	74	60	5	68	14	50	63	74	81	87	87	76	59	21	45	13	
78	28	61	70	91	83	78	7	18	58	79	17	71	80	93	2	61	6	91	98	23	90	37	73	18	53	48	71	8	73	85	2	96	69	70	91	95	41	13	21	
53	77	73	43	48	66	20	50	52	49	42	26	2	16	18	7	33	29	72	38	68	19	62	1	78	97	61	38	28	69	53	12	97	58	50	79	39	52	82	44	
4	58	38	41	50	7	45	64	13	43	34	27	16	18	2	24	31	35	82	48	26	42	97	55	64	55	27	95	33	63	38	57	25	60	48	83	91	77	25	57	
48	29	44	77	99	9	44	54	13	63	74	8	52	63	8	46	68	32	59	57	92	6	57	35	73	40	32	34	78	73	25	17	29	31	51	30	48	15	41	48	
33	21	65	48	97	69	9	2	28	61	42	24	58	68	28	91	60	39	38	23	88	73	78	92	49	97	45	16	64	43	61	30	55	2	74	43	77	33	91	57	
60	22	8	52	48	25	47	12	49	57	4	22	28	90	81	56	2	88	54	65	28	81	86	93	91	61	6	16	37	55	9	68	85	99	30	93	54	30	29	51	
53	52	54	50	27	69	95	1	83	68	46	1	96	3	12	6	8	11	57	32	44	74	78	13	25	90	21	94	47	21	2	35	38	39	6	72	44	85	45	36	
90	12	27	43	4	60	46	2	19	21	13	4	95	57	83	88	3	97	31	96	73	19	8	60	21	92	62	97	64	51	20	95	22	1	41	5	59	90	14	86	
94	17	47	87	14	7	68	12	42	30	50	36	57	29	1	91	70	43	17	81	97	9	72	32	78	23	74	96	49	16	53	39	52	84	22	85	50	57	45	20	
69	8	7	47	96	36	52	66	8	80	53	22	82	35	19	18	62	76	50	24	37	38	16	5	65	67	90	46	78	76	85	72	13	55	69	56	70	9	45	92	
5	50	42	66	82	37	41	47	76	67	31	86	61	42	66	99	54	65	93	62	2	63	29	46	2	8	46	87	29	2	77	45	82	57	44	5	89	57	84	32	
26	7	18	81	40	96	87	13	94	38	60	72	49	51	78	41	66	6	81	58	4	47	62	72	19	64	10	72	21	70	59	7	17	17	51	97	65	54	70	1	
11	1	11	59	77	6	98	74	40	99	62	83	99	64	24	93	39	91	76	51	19	82	36	25	59	25	13	24	6	47	25	91	82	28	54	52	67	27	21	87	
56	46	11	71	99	54	4	94	22	17	73	68	55	35	55	63	61	68	19	40	8	93	72	83	37	52	86	26	28	44	40	39	49	12	92	26	63	98	56	36	
96	77	16	94	28	99	17	14	34	89	29	23	94	93	49	46	54	62	94	99	94	24	13	10	58	68	9	47	25	64	49	45	43	65	11	47	58	82	85	93	
91	42	40	47	63	29	6	17	67	6	54	38	30	60	63	97	21	96	2	30	98	1	63	21	96	32	53	89	98	22	92	37	48	84	87	77	91	64	7	6	
60	89	29	52	22	85	78	26	77	85	51	64	72	39	97	34	40	88	28	30	24	89	30	99	19	84	46	78	30	50	29	92	66	75	73	96	85	61	7	33	
70	32	76	37	11	94	61	23	10	99	7	20	39	87	57	58	22	19	32	9	8	15	67	27	73	84	30	72	62	82	65	82	42	40	37	28	57	64	78	97	
