100
40
64	16	18	29	95	20	53	55	98	71	92	94	14	45	78	79	40	74	52	39	32	14	66	65	42	70	31	28	35	37	50	35	30	73	32	81	28	12	19	11	
65	50	15	46	43	51	59	49	71	62	91	49	83	94	49	67	20	58	68	34	67	90	74	74	32	63	91	87	81	46	21	65	16	81	49	43	21	73	67	78	
45	32	41	70	94	74	38	79	86	58	46	78	69	37	88	14	86	97	29	62	48	12	36	57	64	87	32	63	45	42	37	53	56	97	88	42	65	84	90	90	
32	67	93	45	33	55	26	89	83	15	62	35	62	46	97	39	77	87	26	23	56	61	62	53	60	92	62	10	24	95	44	55	26	98	28	13	22	64	39	21	
19	39	18	87	43	35	14	82	77	55	20	30	83	21	77	84	33	75	43	64	12	81	28	31	55	100	55	81	41	25	93	29	59	72	74	36	54	51	11	73	
25	58	56	78	75	14	88	52	21	21	54	93	81	10	43	92	36	69	13	73	22	16	59	94	39	59	65	66	24	26	10	27	49	45	26	70	82	61	71	82	
18	63	18	27	94	58	59	40	75	71	55	55	98	35	62	15	55	64	18	58	73	53	43	84	71	99	73	97	60	63	40	34	89	64	19	74	57	52	50	11	
31	37	31	35	18	32	16	86	92	26	21	61	52	78	57	67	95	92	62	52	97	11	99	46	94	93	59	67	68	43	64	79	14	35	64	79	54	79	11	17	
34	31	44	15	73	84	19	70	43	78	44	91	54	33	55	16	51	60	85	43	64	43	47	69	100	50	25	53	57	20	37	94	63	86	74	52	83	69	36	88	
43	21	45	85	76	10	37	91	31	21	49	29	91	77	20	92	89	38	90	66	50	75	91	38	92	39	51	23	99	57	75	94	39	42	86	94	95	73	93	24	
41	31	79	59	27	29	71	66	53	17	74	83	22	70	47	89	27	81	64	13	43	37	32	70	39	32	68	35	40	98	90	29	72	18	89	86	22	99	76	23	
100	85	47	67	91	21	24	75	19	76	23	38	50	60	90	14	65	49	94	87	56	78	35	34	57	83	26	65	80	20	60	36	63	40	34	62	40	38	66	49	
41	96	45	41	34	96	45	25	43	15	51	23	59	86	17	22	86	10	99	41	78	22	77	83	31	34	55	21	75	13	76	62	37	43	35	54	67	72	80	35	
44	33	34	16	47	72	27	20	32	47	55	96	14	68	95	61	35	48	59	51	12	53	49	86	45	86	100	20	33	54	63	12	29	57	98	29	22	33	53	41	
81	41	65	91	37	29	92	32	23	23	96	30	23	21	49	90	16	98	39	38	100	38	98	64	72	57	52	85	28	16	44	54	77	77	52	89	11	64	57	51	
62	61	91	71	15	56	49	96	23	67	91	29	13	16	99	81	30	10	82	89	71	83	99	75	71	38	40	98	80	90	88	69	90	50	18	44	82	25	37	53	
11	14	95	27	48	96	89	37	99	32	52	58	55	60	37	32	48	10	71	36	46	93	24	98	90	96	29	66	34	43	12	47	75	81	51	72	79	81	48	63	
63	36	68	16	46	99	80	73	99	89	22	91	28	18	46	39	70	29	72	95	24	63	76	80	47	44	58	56	14	25	70	33	66	45	99	93	61	30	35	53	
19	61	98	17	27	31	63	32	78	34	71	69	36	52	72	14	11	46	48	78	97	96	25	31	12	70	16	58	28	58	13	48	68	53	65	17	62	10	15	77	
73	28	15	97	65	57	14	37	43	40	14	99	31	86	52	44	100	88	27	12	67	18	27	36	54	51	59	27	81	48	54	72	72	96	65	99	16	32	87	93	
64	84	45	18	80	75	54	59	78	99	84	35	84	54	85	73	67	86	95	67	41	94	90	88	62	85	78	87	39	40	70	46	68	41	37	62	35	59	47	90	
65	92	36	86	92	56	78	83	17	72	42	14	85	38	37	45	22	75	79	88	21	35	32	51	92	65	76	84	84	40	25	99	48	39	31	74	81	83	38	40	
17	23	86	82	36	81	32	84	36	51	20	21	58	81	53	90	52	82	11	96	62	18	16	46	70	20	35	88	44	48	92	12	83	69	65	53	52	31	10	67	
90	11	67	18	16	48	89	12	56	70	68	100	12	21	36	91	30	77	97	47	15	77	93	87	89	57	32	44	32	36	27	70	52	91	87	75	38	43	40	42	
51	11	55	87	21	33	27	70	33	43	25	94	64	35	75	46	48	100	68	82	36	60	65	61	94	37	10	41	73	62	49	53	69	59	79	20	71	19	47	29	
18	44	80	61	17	77	16	81	46	56	44	20	96	61	39	72	100	25	38	68	29	36	41	11	75	67	77	22	30	47	57	19	71	61	18	99	76	55	58	22	
46	12	73	36	34	33	13	45	23	81	65	83	63	53	84	57	20	47	68	26	24	19	84	67	97	61	11	64	94	39	31	78	15	40	85	25	82	45	68	26	
18	39	63	12	31	68	66	38	22	71	43	99	76	20	63	18	51	64	50	79	34	43	12	74	15	62	56	78	64	60	96	99	73	25	29	94	98	34	54	55	
19	93	92	83	34	63	34	80	12	100	66	28	35	94	10	95	41	80	62	53	31	20	97	49	48	52	31	52	90	16	39	62	72	49	22	86	62	89	43	28	
30	13	53	13	43	63	75	49	27	35	43	92	93	32	35	76	41	26	57	81	95	97	25	17	74	86	33	13	85	10	34	15	16	97	91	80	47	12	46	92	
83	97	14	68	85	15	44	74	36	19	76	73	27	35	17	45	89	66	38	62	23	51	37	41	85	46	38	33	46	33	33	88	10	50	48	83	20	22	10	17	
63	59	40	26	18	29	25	77	76	64	21	61	98	44	44	52	79	66	74	25	36	74	31	18	71	85	78	69	72	88	51	87	14	36	50	38	10	64	23	28	
97	46	68	33	61	55	22	96	36	72	14	11	75	76	99	58	37	64	69	44	45	100	75	57	19	80	28	17	66	85	11	59	87	90	58	29	100	87	25	81	
35	54	29	35	77	15	43	43	38	17	86	35	36	46	100	55	48	84	48	63	49	96	19	56	12	47	38	85	72	45	93	45	32	51	20	52	13	90	51	63	
77	79	91	22	26	79	62	39	44	43	21	42	46	78	84	98	80	32	17	30	60	59	27	72	35	69	37	52	56	89	79	31	52	10	31	10	10	87	54	99	
43	56	53	63	97	62	58	98	29	18	80	31	19	19	54	52	41	42	28	71	31	93	84	68	37	51	11	45	95	91	95	56	63	29	10	28	69	88	11	40	
17	43	71	80	71	22	90	61	97	44	100	64	50	27	45	70	23	26	42	68	65	39	44	91	35	19	100	74	98	71	83	20	45	85	81	62	17	64	81	77	
51	18	61	34	25	69	25	59	99	79	22	71	72	37	96	17	44	89	19	96	20	57	53	93	49	13	71	85	61	61	49	89	54	81	13	66	63	43	31	29	
94	75	23	70	91	26	69	12	69	68	33	97	50	47	90	62	19	21	99	14	83	11	90	37	96	79	87	80	90	90	31	54	53	64	51	17	100	68	67	69	
72	60	80	62	63	83	92	39	97	15	15	45	44	81	96	62	13	57	46	56	35	85	71	56	85	92	61	10	17	79	24	73	19	65	46	95	93	85	61	38	
11	58	26	22	15	37	22	65	43	89	95	23	22	81	14	92	36	34	64	78	100	34	65	49	19	48	13	84	65	50	86	20	47	78	92	52	36	84	15	91	
87	49	59	73	43	82	85	100	71	25	88	85	80	93	93	75	41	55	23	13	71	88	66	30	37	49	51	97	25	94	79	97	15	19	62	25	42	74	72	53	
19	67	60	75	100	70	96	71	94	41	33	98	16	30	46	31	61	81	14	31	29	26	43	14	50	34	67	62	100	95	99	27	45	98	22	31	11	54	64	18	
92	29	48	20	15	55	94	49	61	95	26	25	22	32	31	86	19	59	78	75	99	77	38	17	75	79	34	94	19	63	17	88	58	49	37	23	52	40	97	96	
18	55	34	18	22	53	42	84	36	89	35	99	75	68	85	77	87	89	13	63	25	28	85	14	66	20	79	65	92	47	19	55	44	23	41	52	59	16	48	33	
36	17	38	48	47	81	97	63	96	50	76	57	37	50	29	82	77	20	44	77	26	50	60	45	94	93	86	20	19	21	24	89	99	82	18	47	95	54	15	34	
19	81	74	12	37	52	45	10	71	24	53	73	29	92	40	100	38	41	59	56	77	21	50	32	92	58	22	36	100	66	18	69	23	72	13	30	36	62	98	51	
95	84	60	79	24	54	56	23	77	42	81	85	96	26	37	100	65	23	20	99	12	16	88	68	76	37	97	25	72	94	22	27	93	48	58	73	49	72	94	91	
55	42	25	43	90	81	42	15	10	28	89	13	71	14	37	27	50	21	47	73	62	35	82	33	73	71	65	88	29	23	82	81	54	17	49	74	38	14	69	74	
48	78	67	12	61	63	47	60	58	66	93	92	44	50	76	31	92	96	15	43	13	11	67	27	85	12	38	26	11	24	47	26	60	86	69	62	55	39	95	21	
20	20	76	10	10	45	83	62	85	59	35	58	39	33	12	38	81	72	31	23	34	98	11	50	86	20	25	73	48	75	17	19	12	65	32	27	80	50	44	38	
47	25	66	98	77	28	16	47	49	58	33	83	79	80	42	84	24	38	38	55	25	22	41	76	35	56	53	92	31	85	55	92	31	11	65	47	16	47	80	40	
70	29	18	43	15	48	11	100	39	100	61	11	90	58	85	68	29	31	99	39	32	83	13	29	85	14	22	74	60	73	63	90	90	37	50	71	44	92	40	31	
72	73	60	53	13	62	61	53	89	55	97	45	16	94	24	72	42	73	92	85	64	16	56	91	75	14	20	59	11	93	59	27	31	79	50	69	42	36	89	35	
79	39	29	35	90	85	45	32	29	99	30	12	36	67	26	50	35	34	40	56	73	84	32	57	42	12	41	62	93	48	69	55	45	42	56	90	53	100	30	58	
88	62	30	25	64	53	79	38	62	19	98	28	31	21	44	97	78	86	14	71	94	82	31	32	20	31	44	52	99	75	69	40	92	75	10	85	94	74	49	40	
53	14	84	47	90	47	89	13	66	92	24	45	91	22	93	92	37	92	35	38	34	95	81	65	47	98	21	25	77	48	99	20	74	70	60	82	93	76	40	28	
79	37	29	97	20	95	40	49	94	66	19	23	88	67	27	52	21	36	38	11	14	56	58	45	19	23	44	47	38	51	83	33	60	92	47	90	20	97	97	25	
48	61	40	21	40	48	91	98	89	61	39	91	98	20	47	80	66	68	17	54	47	69	77	40	94	24	46	92	49	79	92	95	73	38	44	21	38	21	31	55	
54	65	52	10	51	40	24	20	37	46	68	40	28	50	77	42	34	38	53	45	39	59	96	60	40	58	52	41	14	57	76	42	74	79	82	12	86	86	12	94	
95	22	69	26	14	89	42	21	63	73	69	59	28	17	13	52	21	31	56	85	90	73	60	32	15	62	60	69	39	19	40	38	29	33	66	40	79	72	71	21	
94	33	47	61	13	57	63	96	51	80	54	70	71	79	83	36	63	53	31	77	71	35	21	33	19	43	80	61	48	37	36	24	53	22	100	15	20	11	21	23	
100	45	79	94	11	23	25	88	68	23	88	25	75	61	50	18	88	46	20	27	97	53	77	51	23	18	14	93	71	39	73	70	85	85	54	79	97	41	16	99	
84	16	36	62	70	38	75	98	10	94	20	93	64	52	87	34	58	72	55	96	42	61	79	70	89	44	47	36	70	39	15	43	56	76	79	23	16	23	28	80	
87	15	58	100	30	69	34	45	55	92	30	62	73	62	55	56	30	39	87	44	71	86	77	20	50	54	39	56	68	49	71	42	38	17	91	29	51	98	60	63	
94	16	60	80	72	50	72	83	54	69	23	78	35	89	80	99	58	75	56	33	96	52	43	80	88	41	81	96	45	71	39	68	39	17	24	46	45	10	31	38	
88	59	62	83	29	71	99	67	50	47	80	80	81	15	87	69	13	15	92	49	86	28	67	72	59	21	100	56	70	73	22	14	35	63	80	19	99	20	53	18	
14	53	59	42	90	91	42	18	28	91	58	91	95	42	37	12	13	49	67	68	21	86	66	77	84	21	67	26	52	48	14	27	51	91	48	39	68	28	30	48	
