1000
20
43	92	79	19	11	53	83	89	49	33	56	101	14	98	58	31	12	63	80	21	
35	80	62	22	17	60	95	78	49	31	67	104	27	93	56	27	8	74	81	12	
47	85	71	29	14	58	80	77	39	34	57	102	23	98	64	25	12	74	76	15	
45	92	71	24	27	60	83	83	52	29	65	97	12	89	54	44	22	66	80	8	
37	94	65	32	22	52	95	71	42	31	71	100	11	102	63	38	11	61	88	18	
42	90	80	17	26	56	85	88	41	31	65	99	22	90	69	35	6	65	95	17	
33	79	70	23	19	61	98	81	46	29	68	106	10	93	63	36	19	71	91	22	
51	84	80	17	25	48	97	77	44	28	58	102	27	105	61	42	22	73	77	14	
46	85	73	23	27	62	91	76	51	37	73	113	21	107	62	39	11	65	89	11	
32	87	63	24	20	52	93	89	50	38	62	102	22	106	68	44	4	69	89	16	
46	94	65	27	23	57	86	72	54	24	55	113	25	102	65	35	16	59	81	15	
40	80	69	14	26	61	87	87	50	22	72	101	14	98	56	37	15	74	89	13	
38	96	63	13	19	48	98	70	39	40	68	110	26	93	65	29	16	74	95	7	
42	78	79	32	23	64	87	77	47	40	67	104	11	96	68	38	18	70	91	10	
44	86	71	20	16	56	91	74	53	33	61	109	20	91	68	35	19	63	84	13	
44	85	77	26	13	57	82	76	47	37	67	110	17	96	61	33	18	61	95	20	
43	90	80	13	12	67	97	72	50	31	65	111	14	107	66	26	18	66	81	9	
49	95	66	28	14	48	93	75	46	35	65	102	12	98	54	27	15	60	78	7	
39	83	62	16	12	66	96	79	50	36	73	98	10	94	60	26	22	73	78	15	
50	88	80	22	23	60	84	84	43	35	72	111	16	88	55	26	20	74	84	8	
48	96	64	19	21	66	89	84	46	36	57	115	23	95	63	43	22	67	87	8	
42	86	80	20	21	54	95	70	48	23	74	114	19	91	54	28	8	69	78	19	
32	92	68	22	20	58	98	73	44	41	68	103	23	98	67	27	9	55	80	9	
47	95	63	20	14	56	80	82	52	31	66	111	21	92	67	34	16	68	82	14	
36	84	62	28	21	64	80	85	39	32	65	106	27	90	55	26	10	67	93	9	
43	96	80	28	15	59	93	81	55	32	69	103	23	92	67	28	20	72	92	6	
47	80	80	26	17	57	83	78	41	27	60	99	13	96	65	32	21	63	91	13	
39	78	68	25	11	58	95	86	48	34	55	96	16	104	72	36	4	68	82	20	
32	90	78	25	14	58	80	80	38	22	60	108	21	98	65	41	18	71	85	15	
39	95	74	27	13	60	82	76	41	29	64	101	28	107	55	28	9	57	85	16	
41	94	64	19	27	53	93	83	45	27	62	108	10	100	58	33	12	62	93	7	
40	95	75	13	20	59	99	84	40	37	73	106	23	107	64	25	5	67	82	21	
39	85	67	23	14	54	98	79	47	32	66	114	13	104	71	39	6	58	89	18	
51	77	71	27	20	51	90	75	49	33	57	106	18	100	56	29	13	66	94	8	
43	84	81	15	22	66	85	85	55	38	61	105	15	107	70	28	12	57	79	13	
44	84	70	28	21	55	94	84	43	27	67	100	27	95	58	44	13	65	82	21	
43	77	68	14	26	54	98	87	43	35	66	103	22	106	64	33	14	63	85	4	
41	81	75	16	18	52	82	77	50	30	57	98	21	95	70	41	20	64	94	6	
38	84	69	19	13	62	90	71	50	22	64	96	16	104	66	28	10	68	94	15	
40	84	72	25	15	48	92	73	45	37	66	112	22	92	63	35	17	62	82	7	
38	92	69	30	19	52	80	73	41	23	66	102	25	98	72	31	14	57	79	17	
46	84	81	28	28	66	99	82	56	27	61	108	13	99	65	37	19	58	93	4	
44	92	70	29	20	51	84	89	54	28	62	112	15	102	73	35	15	55	80	11	
51	85	69	24	24	49	91	72	38	26	66	102	21	104	60	28	12	63	86	4	
41	88	67	32	10	51	87	81	49	40	55	111	16	105	54	40	4	56	94	5	
45	79	74	29	19	50	81	89	40	39	66	109	19	89	63	36	15	63	83	6	
37	80	67	25	26	64	89	80	50	32	62	111	23	106	69	42	17	70	81	22	
39	81	69	18	15	54	88	82	51	34	70	111	26	97	61	26	3	62	91	21	
46	78	68	26	23	64	86	74	43	23	68	108	18	100	65	32	11	60	93	20	
51	78	75	15	21	66	99	73	42	32	65	110	21	96	60	30	8	68	85	6	
43	82	80	32	9	61	82	80	50	34	57	102	18	88	65	39	19	57	90	4	
41	90	78	32	16	51	94	86	48	31	59	108	16	94	57	44	7	72	78	16	
45	85	66	23	9	54	99	73	39	32	60	98	27	105	68	42	16	60	80	5	
50	82	81	22	19	67	86	80	42	31	57	96	16	97	70	36	4	69	91	11	
40	82	63	28	13	59	97	75	50	38	60	106	13	100	64	25	3	57	84	13	
36	92	77	21	15	67	89	86	47	22	58	102	19	103	71	44	5	67	89	12	
