1000
10
52	109	73	88	56	58	113	46	10	93	
54	100	61	86	51	55	103	57	21	89	
53	102	72	79	46	50	110	54	12	90	
64	115	79	83	53	54	107	47	16	95	
50	116	67	74	43	60	104	65	11	96	
69	98	63	85	53	55	116	52	16	106	
50	108	76	80	39	50	99	62	8	90	
62	116	79	81	52	47	101	61	12	107	
56	110	63	81	47	62	104	58	8	90	
56	114	63	79	50	51	112	61	10	100	
59	100	66	85	56	54	103	61	19	89	
63	107	73	82	53	55	114	63	21	108	
68	114	76	78	52	61	112	63	21	101	
66	101	71	92	41	50	98	60	10	94	
66	116	61	85	41	65	108	60	10	97	
67	105	64	89	44	63	98	64	14	104	
65	112	69	90	56	52	99	65	4	107	
68	102	65	80	41	51	117	55	13	94	
53	101	75	86	52	62	106	65	15	100	
58	104	60	85	41	66	111	59	22	93	
53	113	61	77	45	54	102	53	15	108	
69	98	60	76	47	53	106	46	4	105	
69	101	77	91	40	55	100	58	5	90	
66	114	75	76	52	62	115	46	3	90	
57	101	76	73	45	52	98	50	13	96	
58	111	72	84	50	54	113	49	11	98	
56	114	74	87	54	49	105	56	14	99	
63	114	60	92	45	48	98	50	15	104	
65	99	63	83	43	62	110	61	16	90	
63	115	70	75	52	47	113	51	13	91	
66	111	70	92	47	65	107	61	6	95	
63	102	63	92	50	58	99	48	20	104	
60	106	76	76	51	50	108	61	12	89	
58	108	71	74	39	66	109	46	13	99	
52	110	70	84	51	66	98	50	20	98	
55	107	69	76	55	58	106	55	15	106	
57	99	69	76	42	58	107	49	9	104	
60	113	62	88	56	51	106	52	22	89	
64	114	75	84	38	50	115	57	16	91	
63	99	72	89	53	55	112	49	12	100	
64	102	79	80	43	64	106	51	3	107	
54	116	65	92	47	65	99	53	20	94	
69	113	75	79	44	60	113	47	3	104	
58	113	68	87	51	63	114	64	10	93	
50	101	68	74	54	55	112	50	3	96	
53	99	77	77	49	56	105	60	11	105	
54	106	69	78	39	64	98	65	20	101	
51	104	61	89	57	64	111	46	3	101	
51	103	62	79	52	60	115	60	21	92	
50	98	71	86	43	56	99	64	10	91	
61	112	69	82	53	65	116	53	8	95	
52	113	73	87	46	57	106	58	15	97	
50	107	63	85	49	59	113	58	12	105	
66	98	64	81	49	50	117	59	21	101	
66	100	77	86	45	48	98	52	16	95	
52	108	61	80	41	54	113	50	19	105	
68	102	73	87	54	56	109	58	7	97	
57	116	68	87	40	47	101	46	16	99	
51	98	75	87	43	48	101	48	12	107	
68	113	76	80	48	60	117	58	20	102	
59	99	67	91	47	55	115	56	14	97	
54	113	68	75	57	47	111	56	4	105	
58	113	70	74	56	60	104	60	3	89	
62	107	64	89	54	47	110	58	22	107	
54	106	79	79	56	48	111	53	18	96	
63	99	73	80	42	59	100	65	3	92	
61	98	61	81	57	61	111	52	19	96	
58	103	66	81	44	57	113	57	3	97	
54	107	60	75	48	63	99	64	22	94	
63	114	65	85	54	66	110	64	20	103	
59	114	71	74	39	61	105	55	19	108	
66	103	60	78	47	55	101	50	8	94	
67	113	63	78	55	52	104	58	13	97	
67	101	77	74	56	54	107	48	13	107	
53	113	61	81	39	58	117	46	3	90	
62	115	66	86	40	60	108	63	20	102	
65	111	69	83	45	66	98	54	13	91	
69	104	64	89	41	51	107	64	14	105	
54	100	67	77	52	66	111	60	17	105	
53	104	75	84	48	62	112	54	3	92	
62	103	67	77	40	52	110	62	7	94	
64	97	72	80	56	50	111	46	15	105	
60	106	78	91	50	49	105	49	5	96	
56	100	78	88	43	66	115	64	15	96	
68	103	79	84	51	57	113	57	6	93	
56	103	71	75	52	52	116	46	22	99	
69	107	79	84	55	53	100	52	20	90	
61	107	73	76	53	64	115	50	3	91	
57	101	77	87	53	49	112	54	19	105	
61	110	61	91	45	54	101	56	10	94	
65	114	75	80	53	62	102	64	10	104	
56	111	65	87	53	56	107	62	17	100	
67	103	78	75	49	61	103	53	18	97	
60	98	65	80	47	57	115	59	20	96	
51	113	71	87	39	63	101	47	10	97	
61	116	76	90	42	55	106	54	10	99	
55	103	65	88	40	58	105	50	14	90	
58	108	66	88	49	63	115	50	16	93	
60	99	76	88	49	47	113	54	7	95	
57	98	76	75	50	61	109	56	19	108	
65	108	62	75	45	47	114	51	14	106	
54	99	65	92	46	52	109	54	12	93	
65	110	72	89	47	53	100	61	4	98	
59	111	65	77	41	61	105	61	7	97	
69	108	67	80	46	54	100	63	12	91	
54	113	68	80	38	60	104	50	21	89	
67	98	65	91	53	52	107	49	6	107	
55	106	79	87	52	51	103	57	4	98	
66	110	79	79	52	62	117	54	20	105	
50	105	61	88	43	54	101	51	7	94	
60	103	75	75	49	63	107	59	6	95	
67	102	66	88	49	62	110	58	8	93	
61	104	78	87	40	58	98	59	22	93	
57	101	65	90	51	54	114	51	5	105	
54	107	72	81	50	54	109	56	14	98	
50	113	63	80	56	57	115	53	22	97	
66	110	73	83	49	65	101	46	6	94	
56	116	68	92	54	51	112	56	9	94	
69	108	68	89	53	53	102	58	16	99	
67	108	76	75	39	57	102	58	17	104	
58	116	71	77	50	49	117	65	17	99	
69	97	63	87	50	55	117	47	18	100	
56	109	68	88	44	65	114	61	10	90	
50	100	67	78	38	54	108	54	13	106	
56	111	64	79	49	50	114	61	17	105	
57	100	62	74	43	65	116	64	19	91	
64	107	63	73	50	66	107	52	18	97	
54	99	71	75	49	52	117	50	16	94	
69	100	62	88	54	57	112	60	21	99	
50	99	68	76	48	66	110	49	3	105	
67	116	68	78	42	49	101	55	6	100	
51	101	77	77	55	52	110	48	16	104	
55	98	72	89	54	63	106	50	7	96	
53	102	64	77	48	66	115	46	16	91	
56	104	79	81	48	59	109	60	21	92	
66	110	75	77	45	50	101	47	9	97	
63	102	68	78	45	65	112	51	10	106	
68	112	78	84	41	61	110	48	17	91	
56	101	67	73	38	50	111	53	8	95	
60	113	75	73	44	66	116	57	17	98	
59	100	69	77	50	49	114	63	12	97	
64	101	79	78	57	57	110	62	10	96	
53	101	65	82	53	62	108	64	11	94	
56	100	75	87	44	52	115	52	13	96	
59	105	79	82	54	55	116	47	6	106	
65	108	61	75	43	57	98	53	10	94	
64	102	78	76	50	65	116	62	8	95	
66	99	76	91	38	58	101	57	3	101	
69	108	76	80	48	61	106	52	8	98	
59	114	63	90	54	56	113	59	4	92	
68	98	64	77	56	61	99	49	14	102	
61	115	61	73	48	52	107	65	20	104	
64	114	71	80	40	57	117	49	17	107	
69	106	78	91	57	58	107	48	7	96	
59	100	71	85	48	51	115	47	3	92	
59	99	66	89	48	47	113	55	9	107	
54	99	64	88	47	50	101	60	14	95	
69	116	78	82	49	52	115	57	18	92	
58	107	64	76	40	66	102	48	8	96	
64	113	62	89	56	55	114	63	5	102	
53	114	78	83	43	62	98	51	3	100	
52	105	76	91	47	52	113	59	17	104	
68	98	72	79	50	65	109	60	7	90	
69	107	63	73	38	52	106	61	14	101	
60	113	69	87	41	66	114	65	14	104	
68	104	60	88	41	51	103	53	14	105	
56	110	74	91	52	62	100	54	8	101	
52	114	77	86	41	56	111	50	18	106	
67	115	73	88	51	51	117	56	21	100	
68	107	78	90	50	66	117	52	9	102	
55	97	74	79	38	48	101	56	5	89	
58	105	70	85	46	50	98	60	9	105	
56	107	73	73	53	66	115	64	20	92	
66	98	69	92	51	52	112	48	19	106	
57	108	65	73	52	56	117	61	19	106	
56	103	65	81	52	63	104	53	22	101	
50	102	72	77	51	47	108	50	7	100	
57	109	70	76	54	54	117	59	13	92	
69	100	74	76	42	60	99	48	13	96	
55	106	65	84	51	61	105	57	10	103	
64	112	77	89	56	64	114	56	22	94	
55	101	72	80	41	50	114	47	13	103	
68	105	76	73	38	65	112	55	16	108	
67	112	65	74	52	50	100	48	12	103	
56	100	73	89	43	49	116	54	11	89	
50	100	69	77	39	54	116	49	13	98	
67	103	75	89	40	59	108	56	10	107	
62	100	74	79	40	51	101	56	8	100	
54	114	75	80	55	56	115	62	10	101	
51	114	61	78	39	61	115	49	10	105	
69	114	73	75	38	63	101	56	4	98	
59	111	77	91	38	62	100	57	19	89	
67	99	62	80	39	47	116	51	12	96	
63	109	61	91	50	56	105	50	21	106	
50	105	61	83	55	61	98	51	15	90	
50	105	63	73	39	60	100	64	13	106	
55	109	75	75	43	49	98	63	17	89	
58	113	68	77	48	51	102	54	4	102	
59	103	66	86	50	52	100	64	10	107	
67	102	75	77	45	47	108	50	22	96	
55	104	62	81	41	58	114	56	11	96	
66	97	69	83	50	59	102	59	11	101	
60	99	66	77	56	59	114	58	10	105	
64	113	60	87	56	59	101	48	5	93	
57	112	65	79	40	62	111	46	13	99	
50	102	69	84	52	48	108	65	9	97	
52	115	79	77	42	61	100	59	4	99	
55	116	73	80	57	59	101	61	11	92	
65	116	75	74	53	58	101	52	18	92	
60	97	77	84	50	63	114	52	8	107	
57	97	76	89	46	57	116	53	11	108	
