500
50
61	26	100	41	71	40	64	77	100	10	42	59	18	13	64	51	38	14	98	95	38	82	64	29	27	30	64	38	18	37	49	91	18	24	95	45	38	93	63	84	18	32	13	18	31	46	48	30	32	64	
59	12	38	95	72	23	91	70	15	24	45	29	78	19	75	94	27	48	96	53	51	34	39	93	89	37	31	31	26	36	47	44	81	88	11	21	41	51	13	47	55	67	69	12	26	74	91	13	51	18	
90	35	69	51	20	100	11	80	18	14	67	58	30	66	64	69	13	98	80	64	81	86	84	40	51	55	94	40	87	40	60	43	90	29	63	61	68	45	34	46	75	100	30	46	45	77	96	27	99	39	
76	13	82	89	72	57	43	17	59	26	54	61	28	65	19	18	56	30	30	96	74	25	49	41	63	36	69	96	18	54	64	86	67	42	30	24	26	54	24	64	34	72	53	71	69	16	32	31	82	71	
72	40	42	46	21	53	37	75	81	29	25	25	83	72	89	51	53	59	46	34	35	84	70	88	57	42	78	29	48	75	71	86	67	35	41	83	85	52	94	59	66	75	25	39	57	25	68	72	69	63	
24	44	42	53	65	76	44	14	66	77	16	56	12	56	97	27	17	27	100	99	97	25	45	97	26	84	10	88	91	71	85	26	61	53	71	41	97	57	12	23	98	100	51	64	48	20	74	26	33	55	
37	76	90	43	80	47	94	31	28	51	79	71	32	71	21	65	57	42	92	100	63	98	22	57	12	56	79	17	89	31	58	28	88	67	82	75	94	51	73	79	41	94	27	90	82	22	95	53	23	71	
88	38	73	99	99	96	84	45	28	40	80	52	70	12	87	84	90	93	19	28	58	55	87	33	49	25	63	71	37	63	22	16	47	61	34	90	30	68	34	62	92	92	21	85	86	94	87	82	85	17	
52	29	62	61	63	65	56	17	24	34	46	17	64	32	97	75	42	94	21	33	12	37	11	97	96	25	39	38	77	43	46	49	66	24	39	45	63	72	22	29	72	25	50	49	86	76	60	30	27	79	
94	42	37	98	77	30	36	75	73	87	69	22	89	79	85	16	99	15	62	75	40	10	58	58	96	48	22	92	94	27	84	39	69	64	75	81	63	52	64	87	58	56	91	70	79	42	13	29	29	24	
90	19	70	65	25	94	77	28	12	37	30	54	15	50	82	19	54	81	35	55	56	68	81	53	11	13	66	91	56	85	92	93	45	31	57	74	46	78	57	29	89	16	19	76	46	91	80	77	61	24	
58	48	22	68	97	65	92	76	75	74	62	49	38	92	76	73	45	78	63	12	57	99	54	25	99	67	61	42	40	53	18	16	18	40	64	85	62	43	41	20	34	49	63	49	62	95	47	29	59	24	
51	85	16	81	20	20	21	39	91	31	85	60	27	21	71	19	60	39	100	27	22	76	10	30	17	40	49	22	49	71	49	41	22	60	100	47	63	72	10	18	24	59	95	65	51	15	27	15	60	94	
49	86	26	19	44	48	55	23	78	18	19	51	100	62	88	22	14	77	77	14	85	98	84	63	70	41	34	64	64	95	19	86	72	64	84	58	42	86	47	72	42	19	51	95	16	74	64	75	14	59	
41	76	10	61	84	91	64	46	54	32	47	97	72	83	24	57	16	79	41	45	89	48	63	40	87	49	10	85	13	50	90	21	86	17	95	66	47	92	55	76	33	91	88	34	82	35	96	65	30	87	
44	29	47	89	56	68	36	45	36	11	14	10	74	49	56	12	90	46	95	89	51	20	83	63	50	40	25	89	61	24	41	79	61	27	70	21	99	59	28	55	83	72	83	29	18	99	99	91	20	74	
71	91	65	15	65	63	68	66	14	36	89	64	94	56	73	83	81	64	37	30	13	74	63	19	49	79	84	30	81	47	26	46	43	48	54	32	56	59	71	51	12	68	93	14	37	97	49	59	28	76	
51	24	46	34	47	14	22	100	66	11	99	91	41	99	48	44	52	50	69	89	71	63	13	21	25	83	11	47	72	24	66	63	36	71	78	40	13	60	61	36	47	63	24	64	22	46	82	69	11	24	
13	31	69	23	88	83	31	98	31	61	42	52	89	20	58	59	60	100	60	39	56	34	24	92	85	95	13	24	98	31	57	100	68	39	93	66	78	86	82	10	15	100	76	17	36	76	68	27	96	42	
92	71	74	40	91	65	49	46	75	16	39	83	18	98	99	97	81	25	72	22	83	94	27	54	94	63	47	43	72	33	12	12	46	70	51	40	91	43	12	96	97	32	81	32	54	48	65	20	69	46	
31	22	76	26	19	90	35	25	25	77	80	51	85	66	19	32	76	71	42	71	93	41	26	85	98	66	36	48	18	60	45	43	26	81	29	19	87	84	25	58	99	71	33	72	76	69	51	84	76	84	
99	68	25	20	33	16	48	46	81	25	86	91	73	90	67	77	87	81	49	27	97	23	97	63	76	52	15	54	34	67	88	87	59	34	79	14	46	81	35	49	87	89	47	90	85	95	85	61	92	81	
