500
30
95	56	28	39	43	76	21	56	55	31	80	66	93	56	70	61	100	75	22	20	29	77	46	80	25	54	53	44	35	47	
32	28	14	80	45	32	30	98	50	80	52	65	85	48	81	19	87	39	80	81	72	13	38	28	30	59	88	57	33	41	
30	48	80	69	40	96	70	23	15	65	74	35	66	28	65	28	86	66	70	26	71	78	11	34	32	26	38	94	25	29	
70	69	60	33	50	21	91	94	70	35	95	36	88	47	52	62	33	47	92	44	10	55	86	17	56	76	39	98	86	77	
87	13	73	34	60	64	38	83	28	91	63	83	83	87	26	27	36	13	47	84	92	78	69	100	39	31	26	74	46	90	
96	42	41	28	41	46	93	84	23	17	29	95	37	19	63	54	47	34	37	11	76	67	45	48	61	42	84	15	39	57	
73	13	67	54	66	68	44	17	95	50	67	79	49	95	29	83	78	52	65	92	12	61	87	31	87	45	69	97	13	61	
24	90	65	52	53	79	88	37	29	20	27	79	79	68	83	57	59	28	26	86	35	88	23	47	94	10	97	39	12	60	
25	99	95	27	20	95	69	33	99	66	79	78	65	12	68	20	60	35	41	98	17	40	82	96	71	96	96	80	26	57	
36	29	99	67	82	12	42	17	18	39	32	80	88	65	64	74	24	81	54	22	74	89	91	19	47	49	95	52	67	60	
65	92	53	27	73	66	92	69	78	34	21	41	71	12	37	72	44	53	41	64	44	41	57	69	49	49	91	96	48	24	
32	70	100	83	11	77	67	27	67	98	81	58	51	32	44	19	92	68	56	45	86	72	73	94	100	22	38	13	91	33	
60	38	59	17	20	79	11	84	79	72	15	99	78	38	95	29	32	66	16	75	56	96	70	56	47	74	29	90	94	11	
70	30	21	35	22	11	44	38	37	86	11	37	47	37	46	68	25	94	84	86	91	48	82	24	87	30	30	72	27	44	
19	25	66	30	71	91	35	75	71	33	44	73	95	95	10	16	48	72	69	20	88	74	72	43	82	15	36	69	28	50	
22	78	84	70	32	67	76	98	62	94	26	48	50	70	40	54	95	15	11	59	99	95	40	33	72	73	92	60	95	35	
13	70	67	91	35	34	42	48	67	35	100	31	100	80	41	36	18	13	56	61	45	16	56	89	20	24	10	20	64	72	
44	78	65	74	56	55	32	44	76	32	21	90	19	74	20	66	80	77	85	35	72	21	17	58	11	39	81	55	53	28	
22	75	91	15	31	18	98	33	70	24	62	30	83	93	66	31	67	15	77	65	47	60	42	46	28	61	60	72	20	26	
66	87	34	95	41	36	36	12	73	94	13	21	22	90	18	78	34	95	60	69	44	85	59	21	40	93	39	79	27	36	
48	98	17	53	96	78	12	79	42	53	47	42	87	88	63	57	78	55	83	19	73	98	78	30	74	39	83	36	76	90	
79	89	12	60	64	85	22	88	67	39	33	62	42	81	35	51	23	91	10	59	53	23	27	42	51	83	90	65	38	11	
45	79	63	31	61	43	12	40	81	96	12	64	90	98	35	20	16	45	85	79	52	90	89	28	45	56	27	89	100	12	
75	73	83	32	17	43	27	66	72	75	44	15	66	78	14	41	40	63	33	60	14	43	93	50	65	62	96	100	90	64	
13	72	30	63	47	56	44	34	64	60	27	49	90	15	53	21	49	87	86	96	78	27	75	18	77	16	63	20	42	91	
74	48	54	23	61	33	71	52	42	60	32	60	99	44	74	25	16	42	12	74	13	46	23	56	65	29	44	97	40	80	
38	43	19	17	94	59	14	75	92	34	89	97	38	21	42	12	64	51	20	83	78	22	67	31	18	95	36	32	60	29	
74	31	93	51	64	96	14	57	85	89	29	22	95	90	19	49	81	98	45	41	44	94	64	94	74	40	11	36	16	76	
61	40	26	52	22	86	100	26	67	61	24	35	71	98	95	85	85	39	76	49	54	34	98	81	66	41	28	90	28	23	
96	86	31	36	29	48	58	84	38	65	39	98	94	25	30	82	99	23	76	52	82	81	81	46	51	39	11	12	40	26	
51	94	86	22	14	42	12	68	72	21	10	58	92	59	95	66	82	44	79	17	10	42	88	59	93	88	95	65	93	54	
14	12	37	91	56	58	77	88	93	32	40	94	35	85	52	74	73	97	27	16	82	34	25	92	35	20	50	15	21	85	
41	24	48	51	12	13	63	29	46	20	85	19	44	14	100	98	88	16	58	22	81	78	63	91	20	86	11	55	96	53	
31	35	16	87	97	100	42	71	40	29	54	96	32	38	57	22	29	47	81	79	10	96	35	55	80	68	67	87	63	60	
14	99	38	53	79	61	83	93	50	60	37	48	34	17	12	15	31	48	15	40	10	69	76	65	57	73	26	30	73	55	
82	58	94	83	88	14	28	94	29	12	32	14	35	34	97	81	61	72	41	86	84	36	79	28	61	58	75	79	64	86	
75	78	39	82	92	16	41	80	26	92	46	76	92	16	28	25	73	99	77	10	62	76	82	15	85	72	36	75	43	23	
48	58	98	13	31	79	56	94	60	48	32	53	64	44	12	83	17	35	85	63	100	86	64	60	77	26	46	92	87	81	
82	70	66	28	89	65	89	25	48	31	62	37	50	71	60	33	78	75	97	68	85	96	93	65	12	15	57	54	20	23	
52	54	91	17	71	26	81	35	34	60	28	24	60	29	14	27	42	97	85	89	85	46	18	57	51	49	79	14	15	39	
95	54	42	79	54	79	88	75	80	60	84	12	41	100	30	58	34	32	98	93	42	33	51	10	86	22	47	31	15	35	
81	10	18	45	67	33	38	52	57	47	74	75	46	97	100	59	72	16	60	15	33	53	13	85	88	93	28	68	52	19	
96	35	31	90	38	21	18	28	43	44	49	90	96	18	76	39	85	21	61	94	81	25	71	20	48	43	96	54	35	40	
12	10	49	59	75	56	22	31	23	52	80	47	85	88	73	13	13	84	36	98	97	29	83	15	13	83	53	17	37	42	
47	99	79	82	21	14	26	49	59	10	53	53	57	51	87	28	71	34	82	71	90	64	62	33	20	23	52	42	81	46	
76	22	34	35	37	27	40	76	30	25	21	40	29	36	48	51	21	13	36	15	31	72	82	97	81	16	50	52	87	15	
32	17	56	94	23	41	87	32	30	86	92	97	40	56	79	16	44	11	94	57	16	61	65	94	56	34	49	66	13	65	
32	75	11	44	78	41	85	67	68	24	93	26	45	11	28	61	38	61	50	83	67	54	78	67	79	27	56	19	40	36	
99	37	43	84	17	31	89	25	89	69	99	26	47	59	68	41	95	16	51	44	94	85	68	37	95	78	40	32	65	99	
77	31	72	44	10	12	24	33	64	20	37	55	85	72	72	78	53	72	83	45	21	55	66	74	58	31	64	89	76	80	
47	93	76	23	68	16	68	74	88	63	44	48	40	94	93	22	21	86	85	88	33	72	77	55	46	57	18	83	94	20	
98	83	51	21	65	44	86	99	11	52	66	100	51	44	11	63	68	27	78	64	79	64	25	35	53	17	49	82	85	69	
84	56	63	50	35	10	48	45	20	75	49	60	84	100	74	49	24	24	32	93	69	10	92	34	63	75	94	56	50	94	
71	30	85	48	53	81	91	29	72	85	65	99	58	29	57	77	94	84	11	61	66	79	76	16	84	43	50	23	80	95	
