200
50
94	71	71	63	17	97	94	29	35	34	72	22	68	34	50	28	100	91	73	75	18	16	6	76	79	32	31	39	71	52	35	65	28	51	71	63	36	67	65	14	72	70	50	92	31	69	81	97	55	74	
23	67	45	29	58	32	40	51	86	33	12	30	18	65	50	53	72	40	19	68	36	54	11	50	91	100	15	23	33	20	70	81	4	54	25	18	4	72	2	55	29	88	8	57	100	97	98	61	67	22	
61	16	59	55	32	72	31	18	83	49	42	83	48	31	37	93	71	97	1	72	39	97	25	31	94	18	49	90	6	11	95	22	19	54	49	94	87	89	12	34	28	62	16	44	73	34	42	50	50	67	
55	27	33	31	74	86	23	45	25	36	68	100	12	67	97	98	36	15	40	2	28	1	30	83	43	8	37	13	22	15	87	59	19	82	67	50	6	81	91	33	56	19	16	78	95	45	55	49	43	61	
36	73	15	62	89	7	15	70	100	96	29	96	66	87	81	81	25	79	84	13	37	46	62	55	100	98	12	72	12	71	37	34	22	12	68	22	8	11	91	4	18	90	83	3	62	99	13	24	56	8	
41	45	70	49	66	59	45	80	94	93	72	39	96	72	9	85	59	67	59	66	81	68	72	29	57	82	84	40	23	86	82	75	23	53	14	82	98	20	72	37	9	83	89	50	42	8	3	85	65	43	
36	85	47	59	96	4	39	44	96	57	27	61	41	50	74	46	28	72	68	14	76	15	41	98	97	63	60	2	92	81	13	90	81	44	94	81	100	7	44	78	41	79	60	3	55	35	24	55	61	80	
65	65	77	4	32	27	85	91	62	49	70	92	23	62	75	66	35	10	23	74	68	6	57	34	12	33	94	72	84	80	25	21	1	88	35	14	51	69	44	69	40	6	26	5	80	41	89	95	16	73	
45	21	23	50	21	21	1	71	13	55	3	57	27	100	24	44	74	39	56	92	7	38	90	54	57	62	47	94	88	80	94	79	47	48	34	70	68	12	85	64	72	50	75	47	8	52	6	73	82	89	
74	8	98	1	32	82	42	13	1	97	20	93	61	20	91	35	49	44	60	68	38	89	56	75	52	25	23	38	79	83	60	70	66	18	36	35	30	89	13	28	21	59	80	5	20	48	23	86	23	22	
49	53	73	10	55	41	20	99	22	73	47	70	59	36	63	77	2	79	11	21	6	14	4	39	77	56	25	42	54	33	12	83	85	62	50	55	3	36	30	46	86	82	94	97	50	69	41	89	48	42	
13	80	33	7	5	85	31	88	39	11	27	88	37	4	46	40	1	4	27	3	11	93	2	53	83	5	51	44	25	79	69	67	50	52	75	26	32	58	1	90	33	15	13	99	69	83	56	30	46	76	
99	72	41	96	44	21	88	74	22	36	54	6	90	75	48	73	94	17	70	72	60	1	61	78	5	51	60	82	44	89	1	8	55	54	24	3	57	42	63	24	69	75	5	46	38	14	93	57	20	43	
78	29	56	90	93	24	92	78	31	16	34	56	90	20	67	97	39	59	36	93	10	66	73	68	65	3	91	91	18	6	56	8	37	17	44	56	43	4	55	69	73	22	62	24	80	4	76	49	62	7	
47	70	23	38	27	46	15	66	15	7	35	97	10	56	74	94	81	12	13	99	32	84	23	55	87	64	57	67	84	66	78	15	59	16	79	94	90	11	57	38	66	13	60	38	82	31	81	6	87	21	
16	57	93	64	96	83	50	17	63	59	5	4	34	24	31	87	10	35	50	46	98	23	2	37	81	53	52	5	3	64	53	93	32	54	37	95	45	10	75	10	48	82	70	91	98	92	73	5	76	72	
